order_id,promised_delivery_date,actual_delivery_date,delivery_partner,delivery_status
ORD001597,2025-05-13,2025-05-13,Delhivery,Delivered
ORD001598,2025-06-25,2025-06-26,Ekart,Delivered
ORD001599,2026-07-06,2026-07-07,Ekart,Delivered
ORD001600,2025-12-13,2025-12-15,Shadowfax,Delivered
ORD001601,2025-08-05,,Xpressbees,In Transit/Lost
ORD001602,2025-06-09,2025-06-09,Xpressbees,Delivered
ORD001603,2026-02-19,2026-02-20,Delhivery,Delivered
ORD001604,2025-12-04,2025-12-04,Ekart,Delivered
ORD001605,2026-04-19,2026-04-22,Delhivery,Delivered
ORD001606,2026-01-22,,Ekart,In Transit/Lost
ORD001607,2025-07-29,2025-07-29,Delhivery,Delivered
ORD001608,2026-05-12,2026-05-12,Xpressbees,Delivered
ORD001609,2025-08-06,,Ekart,In Transit/Lost
ORD001610,2025-09-07,2025-09-09,Ekart,Delivered
ORD001611,2025-09-24,2025-09-24,Ekart,Delivered
ORD001613,2025-09-13,2025-09-16,Ekart,Delivered
ORD001615,2025-10-29,2025-11-05,Xpressbees,Delivered
ORD001616,2025-03-28,2025-03-28,BlueDart,Delivered
ORD001617,2026-03-31,2026-04-07,Ekart,Delivered
ORD001618,2026-05-05,2026-05-05,BlueDart,Delivered
ORD001619,2026-05-29,2026-05-29,Ekart,Delivered
ORD001620,2026-01-12,2026-01-14,Delhivery,Delivered
ORD001621,2025-09-10,,Shadowfax,In Transit/Lost
ORD001622,2026-03-11,2026-03-12,Ekart,Delivered
ORD001624,2026-04-10,,BlueDart,In Transit/Lost
ORD001625,2025-12-26,2026-01-02,Xpressbees,Delivered
ORD001626,2026-07-01,2026-07-02,Shadowfax,Delivered
ORD001627,2026-09-13,2026-09-13,Xpressbees,Delivered
ORD001628,2025-05-07,2025-05-07,BlueDart,Delivered
ORD001629,2025-05-18,2025-05-18,Delhivery,Delivered
ORD001630,2026-04-07,2026-04-07,Delhivery,Delivered
ORD001631,2025-10-11,2025-10-11,Ekart,Delivered
ORD001632,2026-05-05,2026-05-05,Ekart,Delivered
ORD001633,2025-06-19,2025-06-19,Xpressbees,Delivered
ORD001634,2026-05-03,2026-05-05,Delhivery,Delivered
ORD001636,2025-11-16,2025-11-16,Delhivery,Delivered
ORD001637,2026-08-29,2026-08-29,Delhivery,Delivered
ORD001638,2025-04-15,2025-04-18,Delhivery,Delivered
ORD001639,2025-11-09,2025-11-10,Xpressbees,Delivered
ORD001640,2025-06-25,2025-06-25,BlueDart,Delivered
ORD001641,2026-05-30,2026-05-30,Ekart,Delivered
ORD001642,2025-12-12,2025-12-12,Ekart,Delivered
ORD001643,2026-05-01,2026-05-01,Shadowfax,Delivered
ORD001644,2026-01-15,2026-01-15,Xpressbees,Delivered
ORD001645,2025-10-24,2025-10-26,Ekart,Delivered
ORD001646,2025-08-30,2025-08-30,BlueDart,Delivered
ORD001648,2025-08-30,2025-09-06,Delhivery,Delivered
ORD001649,2026-08-04,2026-08-04,Xpressbees,Delivered
ORD001650,2026-03-26,2026-03-26,Ekart,Delivered
ORD001652,2026-02-19,2026-02-19,Ekart,Delivered
ORD001654,2026-03-09,,Xpressbees,In Transit/Lost
ORD001655,2025-06-08,2025-06-11,Delhivery,Delivered
ORD001656,2026-01-01,2026-01-01,BlueDart,Delivered
ORD001657,2025-07-13,2025-07-13,Xpressbees,Delivered
ORD001659,2026-04-14,2026-04-14,Xpressbees,Delivered
ORD001660,2025-12-29,2026-01-05,Delhivery,Delivered
ORD001661,2025-08-05,2025-08-05,Delhivery,Delivered
ORD001662,2025-11-28,2025-11-28,Ekart,Delivered
ORD001663,2026-08-10,,Ekart,In Transit/Lost
ORD001664,2026-08-06,2026-08-06,Shadowfax,Delivered
ORD001665,2026-04-18,2026-04-20,Shadowfax,Delivered
ORD001667,2025-06-07,2025-06-08,BlueDart,Delivered
ORD001668,2026-01-01,2026-01-01,Delhivery,Delivered
ORD001669,2026-06-14,2026-06-16,Shadowfax,Delivered
ORD001670,2025-03-28,2025-04-04,Ekart,Delivered
ORD001671,2025-11-02,2025-11-02,Shadowfax,Delivered
ORD001672,2025-06-12,2025-06-12,Shadowfax,Delivered
ORD001673,2025-05-01,2025-05-08,Shadowfax,Delivered
ORD001674,2026-09-02,2026-09-03,BlueDart,Delivered
ORD001676,2025-07-05,2025-07-08,Delhivery,Delivered
ORD001679,2025-09-19,,Ekart,In Transit/Lost
ORD001680,2025-04-25,2025-04-27,BlueDart,Delivered
ORD001681,2025-12-03,2025-12-05,BlueDart,Delivered
ORD001682,2025-06-18,2025-06-18,Xpressbees,Delivered
ORD001683,2025-09-29,2025-09-29,Shadowfax,Delivered
ORD001684,2026-01-21,,Shadowfax,In Transit/Lost
ORD001685,2025-07-23,2025-07-26,Delhivery,Delivered
ORD001686,2026-02-26,2026-02-27,Xpressbees,Delivered
ORD001687,2026-08-07,2026-08-09,Xpressbees,Delivered
ORD001688,2025-08-21,2025-08-21,BlueDart,Delivered
ORD001689,2026-06-12,2026-06-12,Delhivery,Delivered
ORD001690,2026-07-07,2026-07-07,BlueDart,Delivered
ORD001691,2026-02-03,2026-02-10,BlueDart,Delivered
ORD001692,2025-09-06,2025-09-06,BlueDart,Delivered
ORD001693,2026-02-24,2026-02-26,Ekart,Delivered
ORD001694,2025-10-29,2025-10-30,BlueDart,Delivered
ORD001695,2025-08-08,2025-08-10,Xpressbees,Delivered
ORD001696,2026-01-10,2026-01-10,BlueDart,Delivered
ORD001697,2026-03-16,2026-03-18,Xpressbees,Delivered
ORD001699,2025-06-16,2025-06-16,Xpressbees,Delivered
ORD001700,2026-04-24,,Delhivery,In Transit/Lost
ORD001701,2025-08-23,2025-08-23,Delhivery,Delivered
ORD001702,2025-08-12,2025-08-13,Xpressbees,Delivered
ORD001703,2025-05-20,2025-05-23,Xpressbees,Delivered
ORD001704,2026-05-27,2026-05-29,BlueDart,Delivered
ORD001705,2026-02-04,2026-02-06,Ekart,Delivered
ORD001706,2026-05-10,2026-05-10,Xpressbees,Delivered
ORD001707,2025-09-20,2025-09-20,Ekart,Delivered
ORD001708,2026-05-13,2026-05-13,Delhivery,Delivered
ORD001709,2026-02-07,2026-02-10,Shadowfax,Delivered
ORD001710,2025-08-19,2025-08-19,Shadowfax,Delivered
ORD001711,2026-06-02,2026-06-02,Shadowfax,Delivered
ORD001712,2026-07-06,,Ekart,In Transit/Lost
ORD001713,2026-03-21,2026-03-28,Delhivery,Delivered
ORD001714,2025-12-05,2025-12-07,Ekart,Delivered
ORD001715,2025-06-22,2025-06-22,Ekart,Delivered
ORD001716,2026-05-20,2026-05-21,Shadowfax,Delivered
ORD001717,2026-09-08,2026-09-08,Delhivery,Delivered
ORD001718,2025-05-11,,Shadowfax,In Transit/Lost
ORD001719,2026-05-31,2026-05-31,Shadowfax,Delivered
ORD001720,2025-06-10,2025-06-10,Delhivery,Delivered
ORD001721,2025-06-23,2025-06-23,Delhivery,Delivered
ORD001722,2026-07-08,2026-07-10,Ekart,Delivered
ORD001723,2025-09-15,2025-09-15,Delhivery,Delivered
ORD001725,2025-04-22,2025-04-22,BlueDart,Delivered
ORD001726,2025-12-24,2025-12-24,BlueDart,Delivered
ORD001727,2025-11-16,2025-11-17,Shadowfax,Delivered
ORD001728,2026-03-18,2026-03-21,BlueDart,Delivered
ORD001729,2025-09-15,2025-09-15,Shadowfax,Delivered
ORD001730,2025-12-21,2025-12-21,Xpressbees,Delivered
ORD001731,2025-05-28,,Ekart,In Transit/Lost
ORD001732,2026-01-19,2026-01-22,Xpressbees,Delivered
ORD001733,2025-10-14,,Xpressbees,In Transit/Lost
ORD001734,2025-10-17,2025-10-17,Xpressbees,Delivered
ORD001735,2025-12-04,2025-12-06,BlueDart,Delivered
ORD001736,2025-09-10,,Delhivery,In Transit/Lost
ORD001737,2025-12-29,2025-12-29,Delhivery,Delivered
ORD001738,2026-01-04,2026-01-07,Delhivery,Delivered
ORD001740,2026-06-23,2026-06-23,Delhivery,Delivered
ORD001741,2026-08-23,2026-08-23,Shadowfax,Delivered
ORD001742,2026-08-17,2026-08-17,Delhivery,Delivered
ORD001743,2026-06-16,2026-06-16,Ekart,Delivered
ORD001744,2026-04-13,2026-04-16,BlueDart,Delivered
ORD001745,2026-06-21,2026-06-23,Xpressbees,Delivered
ORD001746,2026-01-19,2026-01-19,BlueDart,Delivered
ORD001747,2025-12-13,2025-12-20,Xpressbees,Delivered
ORD001748,2026-05-24,2026-05-24,Ekart,Delivered
ORD001749,2026-03-28,2026-03-28,BlueDart,Delivered
ORD001750,2026-01-20,2026-01-23,Ekart,Delivered
ORD001751,2025-11-14,2025-11-17,Shadowfax,Delivered
ORD001752,2025-09-29,2025-09-29,Xpressbees,Delivered
ORD001753,2025-04-07,2025-04-10,BlueDart,Delivered
ORD001754,2025-10-07,2025-10-08,Ekart,Delivered
ORD001755,2025-12-01,2025-12-01,Delhivery,Delivered
ORD001756,2026-03-19,2026-03-19,Shadowfax,Delivered
ORD001757,2026-04-23,2026-04-23,Ekart,Delivered
ORD001758,2025-07-18,2025-07-18,BlueDart,Delivered
ORD001759,2026-01-22,2026-01-25,Delhivery,Delivered
ORD001760,2026-09-12,2026-09-12,BlueDart,Delivered
ORD001761,2026-08-15,2026-08-16,BlueDart,Delivered
ORD001762,2025-10-15,2025-10-15,Ekart,Delivered
ORD001763,2025-06-28,2025-06-30,BlueDart,Delivered
ORD001764,2026-05-02,2026-05-09,Xpressbees,Delivered
ORD001765,2025-03-30,2025-03-30,Xpressbees,Delivered
ORD001766,2025-11-16,2025-11-16,BlueDart,Delivered
ORD001767,2026-01-01,2026-01-03,Xpressbees,Delivered
ORD001768,2025-03-26,,Xpressbees,In Transit/Lost
ORD001769,2025-09-06,2025-09-06,Xpressbees,Delivered
ORD001770,2025-05-14,2025-05-14,Shadowfax,Delivered
ORD001771,2025-10-09,2025-10-11,Ekart,Delivered
ORD001773,2026-08-05,2026-08-05,Shadowfax,Delivered
ORD001774,2026-02-14,2026-02-15,Delhivery,Delivered
ORD001775,2025-04-12,2025-04-14,Delhivery,Delivered
ORD001776,2025-08-19,2025-08-22,BlueDart,Delivered
ORD001778,2025-04-16,2025-04-18,Xpressbees,Delivered
ORD001779,2026-04-02,,Ekart,In Transit/Lost
ORD001780,2025-08-09,2025-08-16,Xpressbees,Delivered
ORD001781,2026-02-25,2026-03-04,Shadowfax,Delivered
ORD001782,2026-08-30,2026-09-02,BlueDart,Delivered
ORD001783,2026-06-10,2026-06-10,Shadowfax,Delivered
ORD001784,2026-07-02,2026-07-03,Shadowfax,Delivered
ORD001786,2026-09-15,,Delhivery,In Transit/Lost
ORD001787,2026-03-01,2026-03-01,BlueDart,Delivered
ORD001788,2025-12-13,2025-12-20,Ekart,Delivered
ORD001789,2025-12-03,2025-12-03,Shadowfax,Delivered
ORD001790,2026-07-10,2026-07-10,Shadowfax,Delivered
ORD001791,2026-05-03,2026-05-03,Shadowfax,Delivered
ORD001792,2026-06-02,2026-06-02,Ekart,Delivered
ORD001793,2025-04-13,2025-04-16,Ekart,Delivered
ORD001794,2025-04-08,2025-04-08,BlueDart,Delivered
ORD001795,2026-07-20,2026-07-23,Delhivery,Delivered
ORD001796,2025-06-16,2025-06-16,Ekart,Delivered
ORD001797,2026-04-26,2026-04-26,BlueDart,Delivered
ORD001798,2026-07-08,,Xpressbees,In Transit/Lost
ORD001799,2025-06-02,2025-06-03,Xpressbees,Delivered
ORD001800,2025-11-05,2025-11-05,Ekart,Delivered
ORD001801,2026-06-23,2026-06-30,Delhivery,Delivered
ORD001802,2025-04-24,2025-04-26,Xpressbees,Delivered
ORD001803,2026-03-03,2026-03-03,Xpressbees,Delivered
ORD001804,2025-04-25,2025-04-26,BlueDart,Delivered
ORD001805,2025-05-16,2025-05-17,Shadowfax,Delivered
ORD001806,2026-01-12,2026-01-12,Xpressbees,Delivered
ORD001809,2026-02-19,2026-02-21,Delhivery,Delivered
ORD001810,2025-04-04,,Xpressbees,In Transit/Lost
ORD001811,2026-06-18,2026-06-18,Delhivery,Delivered
ORD001812,2026-06-27,,Delhivery,In Transit/Lost
ORD001813,2025-09-09,2025-09-12,Ekart,Delivered
ORD001815,2026-07-28,2026-07-29,Ekart,Delivered
ORD001816,2026-02-05,2026-02-08,BlueDart,Delivered
ORD001817,2026-08-17,2026-08-17,Ekart,Delivered
ORD001818,2025-12-26,2025-12-26,Xpressbees,Delivered
ORD001819,2026-08-12,2026-08-12,BlueDart,Delivered
ORD001820,2025-10-29,,BlueDart,In Transit/Lost
ORD001821,2026-06-19,2026-06-19,Xpressbees,Delivered
ORD001822,2026-03-21,2026-03-21,Xpressbees,Delivered
ORD001823,2025-04-30,2025-04-30,Ekart,Delivered
ORD001824,2026-06-13,2026-06-13,Delhivery,Delivered
ORD001825,2025-12-19,2025-12-21,Shadowfax,Delivered
ORD001826,2026-04-21,2026-04-22,Ekart,Delivered
ORD001827,2025-05-09,2025-05-09,BlueDart,Delivered
ORD001828,2025-11-18,,Ekart,In Transit/Lost
ORD001829,2025-08-21,2025-08-21,Ekart,Delivered
ORD001830,2025-07-11,2025-07-14,BlueDart,Delivered
ORD001831,2025-12-20,2025-12-20,Xpressbees,Delivered
ORD001833,2026-05-03,,BlueDart,In Transit/Lost
ORD001834,2026-06-21,,Shadowfax,In Transit/Lost
ORD001836,2025-08-19,2025-08-22,Shadowfax,Delivered
ORD001837,2025-10-01,,Shadowfax,In Transit/Lost
ORD001838,2025-09-24,,Ekart,In Transit/Lost
ORD001839,2026-01-24,2026-01-24,Shadowfax,Delivered
ORD001840,2026-04-05,2026-04-08,Ekart,Delivered
ORD001843,2025-05-26,2025-05-26,Ekart,Delivered
ORD001844,2025-05-10,,Ekart,In Transit/Lost
ORD001845,2026-04-20,2026-04-20,Shadowfax,Delivered
ORD001847,2026-02-08,,Shadowfax,In Transit/Lost
ORD001848,2026-08-26,2026-08-26,BlueDart,Delivered
ORD001849,2026-05-13,2026-05-20,BlueDart,Delivered
ORD001850,2026-05-24,2026-05-24,Delhivery,Delivered
ORD001851,2025-07-20,2025-07-20,Xpressbees,Delivered
ORD001852,2025-10-11,2025-10-11,Xpressbees,Delivered
ORD001853,2025-05-06,2025-05-06,Xpressbees,Delivered
ORD001854,2026-04-21,2026-04-24,Shadowfax,Delivered
ORD001856,2026-06-21,2026-06-21,BlueDart,Delivered
ORD001857,2026-03-04,2026-03-05,Xpressbees,Delivered
ORD001859,2025-07-07,2025-07-07,Delhivery,Delivered
ORD001860,2026-05-08,2026-05-08,Xpressbees,Delivered
ORD001861,2025-06-05,,BlueDart,In Transit/Lost
ORD001862,2025-04-20,2025-04-20,Xpressbees,Delivered
ORD001863,2026-04-09,2026-04-09,Shadowfax,Delivered
ORD001864,2025-06-30,,Xpressbees,In Transit/Lost
ORD001865,2025-06-06,2025-06-06,Ekart,Delivered
ORD001866,2025-09-11,2025-09-11,Xpressbees,Delivered
ORD001867,2025-07-25,2025-07-26,Ekart,Delivered
ORD001868,2025-07-03,2025-07-04,Delhivery,Delivered
ORD001869,2026-07-14,2026-07-14,Xpressbees,Delivered
ORD001871,2025-08-30,2025-08-30,Ekart,Delivered
ORD001872,2026-04-06,2026-04-09,Delhivery,Delivered
ORD001873,2025-08-12,2025-08-12,BlueDart,Delivered
ORD001874,2025-12-13,2025-12-20,Shadowfax,Delivered
ORD001875,2026-01-31,2026-01-31,Shadowfax,Delivered
ORD001876,2025-09-27,2025-09-27,Xpressbees,Delivered
ORD001877,2026-03-07,,Shadowfax,In Transit/Lost
ORD001878,2025-11-21,2025-11-24,Delhivery,Delivered
ORD001879,2026-03-01,2026-03-04,BlueDart,Delivered
ORD001880,2026-06-16,,BlueDart,In Transit/Lost
ORD001881,2025-04-13,2025-04-13,BlueDart,Delivered
ORD001882,2026-06-18,2026-06-18,BlueDart,Delivered
ORD001883,2025-10-17,2025-10-17,Ekart,Delivered
ORD001884,2026-01-10,2026-01-10,Shadowfax,Delivered
ORD001886,2026-04-06,2026-04-06,Shadowfax,Delivered
ORD001887,2025-09-28,2025-10-01,Xpressbees,Delivered
ORD001888,2026-06-06,2026-06-06,Xpressbees,Delivered
ORD001889,2026-05-26,2026-05-26,BlueDart,Delivered
ORD001890,2025-07-15,2025-07-16,Delhivery,Delivered
ORD001891,2026-04-06,2026-04-08,Ekart,Delivered
ORD001892,2025-12-22,,BlueDart,In Transit/Lost
ORD001893,2026-06-17,2026-06-20,Shadowfax,Delivered
ORD001894,2026-05-26,2026-05-26,Xpressbees,Delivered
ORD001895,2025-05-13,2025-05-20,Ekart,Delivered
ORD001896,2026-05-14,2026-05-14,BlueDart,Delivered
ORD001897,2025-08-10,,BlueDart,In Transit/Lost
ORD001898,2025-12-01,2025-12-02,Delhivery,Delivered
ORD001900,2025-05-26,,Ekart,In Transit/Lost
ORD001901,2026-03-14,,Delhivery,In Transit/Lost
ORD001902,2025-07-01,2025-07-02,Xpressbees,Delivered
ORD001903,2025-06-08,2025-06-15,Ekart,Delivered
ORD001904,2026-02-02,2026-02-02,Shadowfax,Delivered
ORD001905,2025-10-11,2025-10-11,BlueDart,Delivered
ORD001907,2026-02-06,2026-02-06,BlueDart,Delivered
ORD001908,2025-04-10,2025-04-10,Shadowfax,Delivered
ORD001909,2026-04-06,2026-04-07,Shadowfax,Delivered
ORD001910,2026-02-25,,Ekart,In Transit/Lost
ORD001911,2026-07-07,2026-07-14,Xpressbees,Delivered
ORD001912,2025-03-27,,Delhivery,In Transit/Lost
ORD001913,2025-11-08,,Delhivery,In Transit/Lost
ORD001914,2025-09-21,,Delhivery,In Transit/Lost
ORD001915,2026-03-09,2026-03-10,Xpressbees,Delivered
ORD001916,2025-05-16,2025-05-16,BlueDart,Delivered
ORD001917,2026-07-29,,BlueDart,In Transit/Lost
ORD001918,2025-09-05,,Xpressbees,In Transit/Lost
ORD001919,2025-12-02,2025-12-02,Delhivery,Delivered
ORD001921,2025-04-03,2025-04-06,Shadowfax,Delivered
ORD001922,2026-06-04,2026-06-05,Shadowfax,Delivered
ORD001923,2025-11-25,2025-11-26,Xpressbees,Delivered
ORD001924,2026-01-28,2026-01-29,Shadowfax,Delivered
ORD001925,2025-11-12,2025-11-13,Xpressbees,Delivered
ORD001926,2025-10-26,2025-10-26,Ekart,Delivered
ORD001927,2026-06-17,2026-06-17,Ekart,Delivered
ORD001928,2025-08-08,2025-08-08,Xpressbees,Delivered
ORD001929,2025-10-10,,Delhivery,In Transit/Lost
ORD001930,2025-09-24,2025-09-27,Delhivery,Delivered
ORD001931,2026-03-26,2026-03-29,BlueDart,Delivered
ORD001932,2025-09-04,2025-09-04,BlueDart,Delivered
ORD001933,2026-08-31,2026-08-31,BlueDart,Delivered
ORD001934,2026-07-11,2026-07-14,BlueDart,Delivered
ORD001935,2026-05-09,2026-05-09,Delhivery,Delivered
ORD001936,2026-07-22,2026-07-22,Delhivery,Delivered
ORD001937,2025-12-23,2025-12-23,Ekart,Delivered
ORD001938,2025-11-08,,Shadowfax,In Transit/Lost
ORD001940,2026-08-20,2026-08-23,Shadowfax,Delivered
ORD001941,2025-10-28,2025-10-28,Shadowfax,Delivered
ORD001942,2025-04-09,,Delhivery,In Transit/Lost
ORD001943,2025-12-27,2025-12-28,Ekart,Delivered
ORD001945,2026-07-14,,Xpressbees,In Transit/Lost
ORD001946,2026-08-28,,Shadowfax,In Transit/Lost
ORD001947,2026-08-15,2026-08-15,Delhivery,Delivered
ORD001948,2025-07-09,2025-07-09,Delhivery,Delivered
ORD001949,2026-09-02,2026-09-04,Xpressbees,Delivered
ORD001950,2026-05-02,2026-05-03,Ekart,Delivered
ORD001951,2025-06-02,2025-06-02,Ekart,Delivered
ORD001952,2025-09-21,2025-09-21,Ekart,Delivered
ORD001953,2026-08-24,2026-08-25,Delhivery,Delivered
ORD001954,2026-08-28,2026-09-04,Shadowfax,Delivered
ORD001955,2025-09-07,,Shadowfax,In Transit/Lost
ORD001956,2026-05-12,2026-05-12,Shadowfax,Delivered
ORD001957,2026-05-29,2026-05-29,Xpressbees,Delivered
ORD001958,2025-11-28,2025-11-28,Delhivery,Delivered
ORD001959,2025-06-22,2025-06-29,Xpressbees,Delivered
ORD001960,2025-03-25,2025-03-25,Delhivery,Delivered
ORD001961,2025-06-13,2025-06-13,Shadowfax,Delivered
ORD001962,2026-07-12,2026-07-14,Delhivery,Delivered
ORD001963,2025-09-03,2025-09-04,Ekart,Delivered
ORD001964,2025-05-05,2025-05-05,Shadowfax,Delivered
ORD001965,2025-07-28,2025-07-28,Xpressbees,Delivered
ORD001966,2025-07-10,2025-07-10,Delhivery,Delivered
ORD001967,2025-05-12,2025-05-12,Delhivery,Delivered
ORD001968,2025-08-03,2025-08-04,Shadowfax,Delivered
ORD001969,2026-03-27,2026-03-27,Ekart,Delivered
ORD001970,2026-06-24,2026-06-24,BlueDart,Delivered
ORD001971,2025-10-14,2025-10-14,Xpressbees,Delivered
ORD001972,2025-12-05,2025-12-05,BlueDart,Delivered
ORD001973,2025-09-28,,Delhivery,In Transit/Lost
ORD001974,2025-12-03,2025-12-04,BlueDart,Delivered
ORD001975,2026-03-30,2026-03-30,Delhivery,Delivered
ORD001976,2026-04-04,,Shadowfax,In Transit/Lost
ORD001977,2026-07-29,2026-07-29,Delhivery,Delivered
ORD001978,2026-03-21,,BlueDart,In Transit/Lost
ORD001979,2026-06-17,2026-06-19,Xpressbees,Delivered
ORD001980,2026-04-11,2026-04-18,Shadowfax,Delivered
ORD001981,2026-05-09,2026-05-12,Delhivery,Delivered
ORD001982,2025-05-13,2025-05-13,BlueDart,Delivered
ORD001983,2025-06-01,2025-06-08,Xpressbees,Delivered
ORD001984,2026-05-12,2026-05-13,Ekart,Delivered
ORD001985,2025-06-06,,BlueDart,In Transit/Lost
ORD001986,2026-05-15,2026-05-15,BlueDart,Delivered
ORD001987,2026-07-23,2026-07-23,BlueDart,Delivered
ORD001989,2026-04-23,,BlueDart,In Transit/Lost
ORD001990,2025-11-07,2025-11-09,Shadowfax,Delivered
ORD001992,2025-04-30,2025-04-30,Shadowfax,Delivered
ORD001993,2025-12-11,2025-12-11,Delhivery,Delivered
ORD001994,2026-04-28,2026-04-28,Xpressbees,Delivered
ORD001995,2026-02-03,2026-02-03,Xpressbees,Delivered
ORD001996,2025-07-23,2025-07-23,Shadowfax,Delivered
ORD001997,2026-02-17,2026-02-17,Delhivery,Delivered
ORD001998,2026-05-11,2026-05-14,Delhivery,Delivered
ORD001999,2025-10-10,,Shadowfax,In Transit/Lost
ORD002000,2025-09-22,2025-09-22,Shadowfax,Delivered
ORD002001,2026-06-12,2026-06-13,Ekart,Delivered
ORD002002,2026-02-16,2026-02-17,Ekart,Delivered
ORD002003,2026-05-03,2026-05-03,BlueDart,Delivered
ORD002005,2026-03-08,2026-03-08,Xpressbees,Delivered
ORD002006,2025-06-06,2025-06-07,BlueDart,Delivered
ORD002007,2025-07-02,2025-07-05,Xpressbees,Delivered
ORD002008,2025-07-16,2025-07-16,BlueDart,Delivered
ORD002009,2025-11-15,2025-11-15,Ekart,Delivered
ORD002010,2025-09-25,2025-09-25,BlueDart,Delivered
ORD002011,2026-03-11,,Xpressbees,In Transit/Lost
ORD002012,2025-11-08,2025-11-10,BlueDart,Delivered
ORD002013,2025-08-23,2025-08-26,Delhivery,Delivered
ORD002014,2025-10-18,2025-10-18,BlueDart,Delivered
ORD002015,2026-06-09,2026-06-09,Ekart,Delivered
ORD002016,2025-04-11,2025-04-11,Xpressbees,Delivered
ORD002017,2026-08-22,2026-08-29,Shadowfax,Delivered
ORD002018,2025-11-06,,Xpressbees,In Transit/Lost
ORD002019,2025-06-19,2025-06-26,Delhivery,Delivered
ORD002020,2026-03-28,2026-03-29,Xpressbees,Delivered
ORD002022,2025-12-02,2025-12-03,Shadowfax,Delivered
ORD002023,2025-05-09,2025-05-10,Delhivery,Delivered
ORD002024,2026-03-29,,Xpressbees,In Transit/Lost
ORD002026,2026-07-03,2026-07-04,BlueDart,Delivered
ORD002027,2026-06-02,2026-06-04,Shadowfax,Delivered
ORD002028,2025-04-01,,Xpressbees,In Transit/Lost
ORD002030,2026-01-27,2026-01-30,Ekart,Delivered
ORD002032,2025-11-26,2025-11-26,Ekart,Delivered
ORD002033,2025-12-11,2025-12-11,BlueDart,Delivered
ORD002034,2026-08-26,,Ekart,In Transit/Lost
ORD002035,2025-10-26,2025-10-26,Shadowfax,Delivered
ORD002036,2026-05-14,2026-05-14,BlueDart,Delivered
ORD002037,2025-09-03,2025-09-05,Ekart,Delivered
ORD002038,2025-08-10,2025-08-10,Delhivery,Delivered
ORD002039,2026-03-03,2026-03-10,Shadowfax,Delivered
ORD002040,2026-02-14,2026-02-14,Xpressbees,Delivered
ORD002041,2026-06-02,2026-06-02,Shadowfax,Delivered
ORD002042,2025-11-23,2025-11-26,Delhivery,Delivered
ORD002043,2025-10-12,,BlueDart,In Transit/Lost
ORD002044,2025-12-04,,Xpressbees,In Transit/Lost
ORD002045,2025-09-19,2025-09-19,Shadowfax,Delivered
ORD002046,2026-01-08,2026-01-08,BlueDart,Delivered
ORD002047,2025-10-07,2025-10-07,Ekart,Delivered
ORD002048,2026-05-23,2026-05-25,Ekart,Delivered
ORD002049,2026-09-06,,Xpressbees,In Transit/Lost
ORD002050,2026-01-04,2026-01-06,Shadowfax,Delivered
ORD002051,2025-10-19,2025-10-19,Delhivery,Delivered
ORD002052,2026-03-24,2026-03-25,Delhivery,Delivered
ORD002053,2025-06-12,2025-06-15,Xpressbees,Delivered
ORD002054,2025-09-23,2025-09-24,Delhivery,Delivered
ORD002055,2026-08-10,2026-08-12,Shadowfax,Delivered
ORD002057,2025-07-09,2025-07-09,BlueDart,Delivered
ORD002058,2026-06-07,2026-06-08,Xpressbees,Delivered
ORD002059,2026-04-22,2026-04-29,Shadowfax,Delivered
ORD002060,2025-11-26,2025-11-28,Delhivery,Delivered
ORD002061,2025-04-18,2025-04-18,Delhivery,Delivered
ORD002062,2025-08-23,2025-08-25,BlueDart,Delivered
ORD002063,2025-05-29,2025-06-01,Shadowfax,Delivered
ORD002064,2025-12-15,2025-12-15,Ekart,Delivered
ORD002065,2025-10-09,2025-10-11,BlueDart,Delivered
ORD002066,2026-07-17,2026-07-18,Shadowfax,Delivered
ORD002067,2026-03-28,2026-03-28,Ekart,Delivered
ORD002068,2025-08-06,2025-08-08,Ekart,Delivered
ORD002069,2025-09-23,2025-09-23,Xpressbees,Delivered
ORD002070,2025-08-29,2025-08-31,Delhivery,Delivered
ORD002071,2026-06-11,2026-06-14,Ekart,Delivered
ORD002072,2026-01-12,2026-01-12,Delhivery,Delivered
ORD002073,2025-06-27,2025-06-27,Ekart,Delivered
ORD002074,2025-10-01,2025-10-01,Ekart,Delivered
ORD002075,2025-04-02,2025-04-02,Shadowfax,Delivered
ORD002076,2025-09-16,2025-09-16,Ekart,Delivered
ORD002077,2026-03-01,2026-03-01,BlueDart,Delivered
ORD002078,2026-02-09,2026-02-12,Xpressbees,Delivered
ORD002079,2025-10-03,2025-10-04,Ekart,Delivered
ORD002080,2025-04-12,2025-04-19,BlueDart,Delivered
ORD002081,2026-04-27,2026-04-27,Shadowfax,Delivered
ORD002082,2025-08-05,2025-08-07,BlueDart,Delivered
ORD002083,2025-05-07,2025-05-07,Ekart,Delivered
ORD002085,2026-04-22,2026-04-22,Ekart,Delivered
ORD002086,2026-02-28,,Delhivery,In Transit/Lost
ORD002087,2025-11-12,2025-11-12,Shadowfax,Delivered
ORD002088,2025-08-21,2025-08-21,BlueDart,Delivered
ORD002089,2026-08-31,2026-08-31,BlueDart,Delivered
ORD002090,2026-03-30,2026-04-01,Shadowfax,Delivered
ORD002091,2025-08-02,2025-08-04,Delhivery,Delivered
