date,channel,spend,impressions,clicks
2025-07-01,Google Ads,7349.18,29403,589
2025-07-01,Referral,14803.15,31270,342
2025-07-01,Organic Search,1346.06,47510,1647
2025-07-01,Influencer,1999.49,3210,1217
2025-07-01,Email,3001.9,3162,1073
2025-07-02,Instagram Ads,803.99,14549,2933
2025-07-02,Google Ads,11140.99,16337,2351
2025-07-02,Referral,6162.62,10433,2100
2025-07-02,Organic Search,1449.71,41802,1962
2025-07-02,Influencer,8277.25,1613,1962
2025-07-02,Email,14000.36,43717,2349
2025-07-03,Instagram Ads,6069.93,8630,1806
2025-07-03,Google Ads,9271.6,5069,2182
2025-07-03,Referral,5105.46,18079,2975
2025-07-03,Organic Search,7262.08,21622,298
2025-07-03,Influencer,11323.7,20500,2199
2025-07-03,Email,1942.11,20604,1302
2025-07-04,Instagram Ads,3936.18,39713,1123
2025-07-04,Google Ads,4570.26,49843,2516
2025-07-04,Referral,2938.08,27139,764
2025-07-04,Organic Search,6503.91,15199,2494
2025-07-04,Influencer,13460.46,7276,2446
2025-07-04,Email,14485.29,35229,490
2025-07-05,Instagram Ads,10861.38,15958,2238
2025-07-05,Google Ads,13262.57,16284,822
2025-07-05,Referral,4549.83,46913,2571
2025-07-05,Organic Search,9850.31,6206,1356
2025-07-05,Influencer,13781.87,12814,2400
2025-07-05,Email,11242.95,41448,702
2025-07-06,Instagram Ads,7201.19,31866,2827
2025-07-06,Google Ads,7081.03,13465,1563
2025-07-06,Referral,8234.17,40634,2700
2025-07-06,Organic Search,6468.08,26708,145
2025-07-06,Influencer,1347.44,14436,477
2025-07-06,Email,2190.07,45118,2612
2025-07-07,Instagram Ads,7642.2,30155,326
2025-07-07,Google Ads,12111.86,36452,1981
2025-07-07,Referral,10047.36,31226,2777
2025-07-07,Organic Search,10771.19,43012,2421
2025-07-07,Influencer,2902.04,16824,289
2025-07-07,Email,8826.75,30536,1983
2025-07-08,Instagram Ads,2541.22,21942,2320
2025-07-08,Google Ads,4832.59,4395,2532
2025-07-08,Referral,9797.79,28174,815
2025-07-08,Organic Search,9684.23,2700,2448
2025-07-08,Influencer,14958.19,18818,1722
2025-07-08,Email,10719.43,44689,1667
2025-07-09,Instagram Ads,554.24,1122,1755
2025-07-09,Google Ads,7995.06,2723,797
2025-07-09,Referral,12310.01,49559,1564
2025-07-09,Organic Search,11144.93,34131,2183
2025-07-09,Influencer,11640.49,40129,1914
2025-07-09,Email,3365.34,42825,2338
2025-07-10,Instagram Ads,4318.24,29962,2749
2025-07-10,Google Ads,660.3,8539,2431
2025-07-10,Referral,888.9,18579,544
2025-07-10,Organic Search,6449.51,45506,476
2025-07-10,Influencer,7689.35,9957,831
2025-07-10,Email,14205.05,38361,2643
2025-07-11,Instagram Ads,6886.11,16013,181
2025-07-11,Google Ads,8739.13,1975,1396
2025-07-11,Referral,13559.14,13759,279
2025-07-11,Organic Search,2180.46,39727,706
2025-07-11,Influencer,5280.8,35528,1801
2025-07-11,Email,4592.18,2281,1108
2025-07-12,Instagram Ads,8159.39,49552,1350
2025-07-12,Google Ads,1163.54,14379,387
2025-07-12,Referral,4102.48,30478,1253
2025-07-12,Organic Search,10786.39,33014,542
2025-07-12,Influencer,12898.3,25794,1517
2025-07-12,Email,1250.78,32026,455
2025-07-13,Instagram Ads,5190.34,49282,2948
2025-07-13,Google Ads,13659.88,1699,2033
2025-07-13,Referral,4221.45,34745,957
2025-07-13,Organic Search,13420.86,10762,1836
2025-07-13,Influencer,8299.78,4619,385
2025-07-13,Email,2574.65,10467,2988
2025-07-14,Instagram Ads,14706.49,8047,1355
2025-07-14,Google Ads,12203.11,27511,760
2025-07-14,Referral,1196.12,44210,2833
2025-07-14,Organic Search,11777.39,45908,1982
2025-07-14,Influencer,8802.22,47678,2066
2025-07-14,Email,5039.03,31307,475
2025-07-15,Instagram Ads,11085.19,34132,1824
2025-07-15,Google Ads,13334.2,30393,626
2025-07-15,Referral,5827.05,2777,1836
2025-07-15,Organic Search,12817.72,31555,1052
2025-07-15,Influencer,6645.31,34731,1886
2025-07-15,Email,12139.29,43162,2950
2025-07-16,Instagram Ads,8950.61,39629,2902
2025-07-16,Google Ads,2646.14,44179,912
2025-07-16,Referral,2231.94,23717,493
2025-07-16,Organic Search,2096.37,42472,2334
2025-07-16,Influencer,1637.15,33340,2149
2025-07-16,Email,3370.43,15949,1401
2025-07-17,Instagram Ads,12763.39,5648,2584
2025-07-17,Google Ads,1352.33,46134,857
2025-07-17,Referral,10540.49,27859,1791
2025-07-17,Organic Search,10928.33,32716,1727
2025-07-17,Influencer,5727.23,34243,401
2025-07-17,Email,8124.44,34428,1032
2025-07-18,Instagram Ads,12150.21,25752,138
2025-07-18,Google Ads,6603.84,43602,2927
2025-07-18,Referral,7034.71,9667,1505
2025-07-18,Organic Search,5448.96,4625,1896
2025-07-18,Influencer,5490.91,18407,2399
2025-07-18,Email,3337.97,8647,2794
2025-07-19,Instagram Ads,7440.61,36101,703
2025-07-19,Google Ads,12621.96,28460,1139
2025-07-19,Referral,14279.8,36840,857
2025-07-19,Organic Search,4410.9,44349,1169
2025-07-19,Influencer,4949.75,18995,301
2025-07-19,Email,3154.79,34912,2187
2025-07-20,Instagram Ads,5355.86,21498,2481
2025-07-20,Google Ads,9118.25,6564,281
2025-07-20,Referral,7912.71,30657,493
2025-07-20,Organic Search,7583.43,29620,1597
2025-07-20,Influencer,11052.59,17187,1333
2025-07-20,Email,7602.77,1065,847
2025-07-21,Instagram Ads,12508.03,34262,330
2025-07-21,Google Ads,8315.02,35066,876
2025-07-21,Referral,2842.05,1625,1965
2025-07-21,Organic Search,14443.86,14361,2317
2025-07-21,Influencer,11142.8,26743,1397
2025-07-21,Email,13375.94,16291,1872
2025-07-22,Instagram Ads,548.45,9029,591
2025-07-22,Google Ads,14481.0,39989,2446
2025-07-22,Referral,3091.48,40925,1930
2025-07-22,Organic Search,9898.45,9743,1123
2025-07-22,Influencer,8795.36,30167,1719
2025-07-22,Email,1806.28,41030,2831
2025-07-23,Instagram Ads,3676.9,36058,2075
2025-07-23,Google Ads,7376.71,45627,1612
2025-07-23,Referral,1132.63,15537,467
2025-07-23,Organic Search,822.94,41957,2234
2025-07-23,Influencer,13879.04,9626,1119
2025-07-23,Email,5771.88,6199,555
2025-07-24,Instagram Ads,13752.63,33272,485
2025-07-24,Google Ads,8402.32,10130,1649
2025-07-24,Referral,5366.26,12819,1917
2025-07-24,Organic Search,2195.61,1611,1698
2025-07-24,Influencer,8186.67,27817,1783
2025-07-24,Email,12704.51,29591,1513
2025-07-25,Instagram Ads,12954.22,24997,2268
2025-07-25,Google Ads,4127.67,19576,802
2025-07-25,Referral,9726.88,38963,393
2025-07-25,Organic Search,9845.78,15091,1862
2025-07-25,Influencer,4371.91,30572,842
2025-07-25,Email,6652.44,24797,1749
2025-07-26,Instagram Ads,7687.96,5828,703
2025-07-26,Google Ads,12439.46,47056,712
2025-07-26,Referral,4841.26,37194,1875
2025-07-26,Organic Search,6772.51,20714,356
2025-07-26,Influencer,5161.79,32076,2790
2025-07-26,Email,2474.56,45462,1065
2025-07-27,Instagram Ads,14388.4,5283,2898
2025-07-27,Google Ads,14683.68,6440,1063
2025-07-27,Referral,8948.48,25805,2202
2025-07-27,Organic Search,13804.14,39724,2922
2025-07-27,Influencer,13352.16,12063,2104
2025-07-27,Email,2817.51,30569,1823
2025-07-28,Instagram Ads,7543.22,12563,781
2025-07-28,Google Ads,11727.26,33462,395
2025-07-28,Referral,11666.63,43147,364
2025-07-28,Organic Search,3622.71,24982,163
2025-07-28,Influencer,12295.8,47647,981
2025-07-28,Email,3239.2,28047,2177
2025-07-29,Instagram Ads,11394.71,39686,1227
2025-07-29,Google Ads,12377.65,19875,2527
2025-07-29,Referral,2541.09,37735,892
2025-07-29,Organic Search,6682.63,32542,1193
2025-07-29,Influencer,4797.44,13289,743
2025-07-29,Email,14383.79,22741,1899
2025-07-30,Instagram Ads,2157.74,38505,1402
2025-07-30,Google Ads,14307.35,24959,1161
2025-07-30,Referral,8701.71,29519,2262
2025-07-30,Organic Search,4169.15,11310,1920
2025-07-30,Influencer,10460.43,3783,1117
2025-07-30,Email,1500.98,48911,762
2025-07-31,Instagram Ads,13545.54,7079,2008
2025-07-31,Google Ads,7748.71,32853,419
2025-07-31,Referral,6085.62,39398,2466
2025-07-31,Organic Search,14609.68,19785,1162
2025-07-31,Influencer,4994.61,43349,2347
2025-07-31,Email,3228.29,25806,923
2025-08-01,Instagram Ads,14131.47,12376,1164
2025-08-01,Google Ads,7648.93,1727,1320
2025-08-01,Referral,2929.38,45671,2745
2025-08-01,Organic Search,14299.22,22116,2958
2025-08-01,Influencer,4431.39,31763,522
2025-08-01,Email,2895.72,3386,1856
2025-08-02,Instagram Ads,3863.31,6779,1618
2025-08-02,Google Ads,8555.86,36178,229
2025-08-02,Referral,6019.3,37743,792
2025-08-02,Organic Search,4414.44,17071,2584
2025-08-02,Influencer,9699.47,32063,2665
2025-08-02,Email,6848.89,46447,2023
2025-08-03,Instagram Ads,14531.04,13978,570
2025-08-03,Google Ads,14133.48,38215,2370
2025-08-03,Referral,8277.86,38849,464
2025-08-03,Organic Search,8489.25,46957,1444
2025-08-03,Influencer,9304.89,4358,1535
2025-08-03,Email,7780.4,20701,529
2025-08-04,Instagram Ads,8964.7,43451,2979
2025-08-04,Google Ads,4992.53,13019,1179
2025-08-04,Referral,6552.82,20368,2846
2025-08-04,Organic Search,13761.72,8555,323
2025-08-04,Influencer,13077.04,35203,66
2025-08-04,Email,12695.0,48539,1154
2025-08-05,Instagram Ads,6319.6,3992,2926
2025-08-05,Google Ads,760.82,8017,1780
2025-08-05,Referral,9228.32,36382,1136
2025-08-05,Organic Search,7610.95,34500,348
2025-08-05,Influencer,925.07,46288,1673
2025-08-05,Email,4057.58,1295,2854
2025-08-06,Instagram Ads,6868.82,5619,2352
2025-08-06,Google Ads,5895.46,37766,573
2025-08-06,Referral,2484.7,5251,1686
2025-08-06,Organic Search,4098.4,4015,1457
2025-08-06,Influencer,4587.71,19721,2555
2025-08-06,Email,7856.56,22412,2568
2025-08-07,Instagram Ads,794.1,8332,1999
2025-08-07,Google Ads,5534.63,12175,1317
2025-08-07,Referral,1387.82,1515,345
2025-08-07,Organic Search,7087.25,24735,150
2025-08-07,Influencer,4747.01,44597,1025
2025-08-07,Email,5220.69,36926,521
2025-08-08,Instagram Ads,4683.54,10915,1982
2025-08-08,Google Ads,14159.1,2566,360
2025-08-08,Referral,12670.57,49000,1527
2025-08-08,Organic Search,3976.11,35135,2077
2025-08-08,Influencer,9163.4,9857,2761
2025-08-08,Email,8313.05,39419,739
2025-08-09,Instagram Ads,9115.96,11098,1036
2025-08-09,Google Ads,7782.13,9111,379
2025-08-09,Referral,10010.68,33133,1188
2025-08-09,Organic Search,13417.93,3967,276
2025-08-09,Influencer,11849.99,17516,965
2025-08-09,Email,11429.45,26340,723
2025-08-10,Instagram Ads,8280.62,48644,2631
2025-08-10,Google Ads,4161.02,11956,966
2025-08-10,Referral,10077.34,26195,219
2025-08-10,Organic Search,14378.58,42368,922
2025-08-10,Influencer,5132.17,32057,617
2025-08-10,Email,9095.97,18920,646
2025-08-11,Instagram Ads,4643.03,32537,755
2025-08-11,Google Ads,12938.18,11304,1785
2025-08-11,Referral,4655.12,32382,661
2025-08-11,Organic Search,7772.21,17215,2678
2025-08-11,Influencer,4052.08,20968,1016
2025-08-11,Email,2799.63,25823,230
2025-08-12,Instagram Ads,11711.96,45979,2803
2025-08-12,Google Ads,3644.28,9922,664
2025-08-12,Referral,10048.56,22647,1587
2025-08-12,Organic Search,1954.38,43626,1499
2025-08-12,Influencer,8151.22,21001,2842
2025-08-12,Email,4445.46,5693,1919
2025-08-13,Instagram Ads,3675.01,41839,2127
2025-08-13,Google Ads,12125.85,46574,392
2025-08-13,Referral,11097.19,34786,391
2025-08-13,Organic Search,10915.76,38637,2956
2025-08-13,Influencer,14952.51,10395,1233
2025-08-13,Email,11107.74,44222,632
2025-08-14,Instagram Ads,4559.56,12177,2505
2025-08-14,Google Ads,6841.2,15838,1509
2025-08-14,Referral,12253.08,33261,1567
2025-08-14,Organic Search,2833.74,34603,2900
2025-08-14,Influencer,7870.08,10761,177
2025-08-14,Email,11531.39,15442,2461
2025-08-15,Instagram Ads,7606.1,18153,2580
2025-08-15,Google Ads,8434.76,2740,2532
2025-08-15,Referral,3054.97,16106,1719
2025-08-15,Organic Search,6919.22,35970,1556
2025-08-15,Influencer,12540.8,19061,1481
2025-08-15,Email,5482.58,49187,2483
2025-08-16,Instagram Ads,5019.37,18915,1303
2025-08-16,Google Ads,2542.92,40351,2695
2025-08-16,Referral,7217.37,15581,2053
2025-08-16,Organic Search,2629.0,37841,820
2025-08-16,Influencer,2871.89,16147,886
2025-08-16,Email,14635.56,17628,2233
2025-08-17,Instagram Ads,3591.38,32797,2808
2025-08-17,Google Ads,5618.39,46197,1882
2025-08-17,Referral,9749.69,15344,2067
2025-08-17,Organic Search,8349.92,7053,999
2025-08-17,Influencer,14552.31,13838,362
2025-08-17,Email,2053.07,26519,1401
2025-08-18,Instagram Ads,3625.96,10508,1770
2025-08-18,Google Ads,4157.93,25984,2895
2025-08-18,Referral,11265.22,25784,1871
2025-08-18,Organic Search,13700.72,30045,193
2025-08-18,Influencer,5637.91,8017,2011
2025-08-18,Email,1857.31,41768,2694
2025-08-19,Instagram Ads,1759.37,36383,963
2025-08-19,Google Ads,13669.86,15844,1001
2025-08-19,Referral,5807.79,11937,2639
2025-08-19,Organic Search,9974.3,25374,1429
2025-08-19,Influencer,748.14,14488,1423
2025-08-19,Email,11552.28,20994,513
2025-08-20,Instagram Ads,11532.36,4606,2945
2025-08-20,Google Ads,11090.03,48756,1116
2025-08-20,Referral,1705.88,16270,1856
2025-08-20,Organic Search,3292.15,44376,618
2025-08-20,Influencer,842.6,44375,2651
2025-08-20,Email,9998.99,9670,181
2025-08-21,Instagram Ads,1703.82,30824,985
2025-08-21,Google Ads,14474.94,36393,766
2025-08-21,Referral,12825.15,42335,1811
2025-08-21,Organic Search,11732.56,3576,1675
2025-08-21,Influencer,8314.72,42252,2328
2025-08-21,Email,10587.91,43115,1745
2025-08-22,Instagram Ads,6607.41,1048,2018
2025-08-22,Google Ads,739.15,41794,1742
2025-08-22,Referral,12196.81,36647,2261
2025-08-22,Organic Search,6409.43,15965,2486
2025-08-22,Influencer,11361.63,34398,1905
2025-08-22,Email,5034.79,29128,2346
2025-08-23,Instagram Ads,14228.81,38759,742
2025-08-23,Google Ads,9562.3,22759,2401
2025-08-23,Referral,11829.49,6301,403
2025-08-23,Organic Search,14567.35,9435,2582
2025-08-23,Influencer,14069.74,21001,2433
2025-08-23,Email,9921.06,35473,828
2025-08-24,Instagram Ads,5137.56,38262,1052
2025-08-24,Google Ads,2622.63,30050,1561
2025-08-24,Referral,3260.6,41481,2995
2025-08-24,Organic Search,6134.14,19997,2100
2025-08-24,Influencer,11292.48,13525,2864
2025-08-24,Email,10075.89,4616,2904
2025-08-25,Instagram Ads,13925.88,16893,103
2025-08-25,Google Ads,12788.93,22163,857
2025-08-25,Referral,3422.64,16541,2509
2025-08-25,Organic Search,10521.09,26691,2544
2025-08-25,Influencer,1526.32,7405,2758
2025-08-25,Email,8592.29,25914,1316
2025-08-26,Instagram Ads,13318.59,8265,352
2025-08-26,Google Ads,5414.84,26254,1251
2025-08-26,Referral,12519.03,44829,1082
2025-08-26,Organic Search,13903.38,22838,2528
2025-08-26,Influencer,13186.81,13574,2597
2025-08-26,Email,6522.62,25566,2486
2025-08-27,Instagram Ads,7349.82,10918,1821
2025-08-27,Google Ads,8978.09,4393,2208
2025-08-27,Referral,714.25,19468,1915
2025-08-27,Organic Search,545.05,13276,706
2025-08-27,Influencer,6534.9,49684,102
2025-08-27,Email,12493.87,34027,2226
2025-08-28,Instagram Ads,4937.67,44260,827
2025-08-28,Google Ads,13733.76,6299,874
2025-08-28,Referral,10565.6,18523,2588
2025-08-28,Organic Search,7162.98,8713,137
2025-08-28,Influencer,14520.88,14937,2352
2025-08-28,Email,8007.4,43294,2752
2025-08-29,Instagram Ads,9206.63,7608,709
2025-08-29,Google Ads,9535.78,1534,1323
2025-08-29,Referral,13164.12,49228,1165
2025-08-29,Organic Search,2838.76,10491,1025
2025-08-29,Influencer,11195.71,9162,1816
2025-08-29,Email,982.22,6599,135
2025-08-30,Instagram Ads,10125.22,41730,2065
2025-08-30,Google Ads,2650.07,37614,2605
2025-08-30,Referral,9651.8,14554,2968
2025-08-30,Organic Search,8208.76,5493,567
2025-08-30,Influencer,12770.03,42945,437
2025-08-30,Email,1068.62,24717,457
2025-08-31,Instagram Ads,582.44,28195,242
2025-08-31,Google Ads,12844.54,40289,2057
2025-08-31,Referral,12213.77,20823,2357
2025-08-31,Organic Search,7491.22,2713,1203
2025-08-31,Influencer,14104.3,42947,682
2025-08-31,Email,10644.77,39116,1842
2025-09-01,Instagram Ads,10261.44,31006,2806
2025-09-01,Google Ads,6377.92,28966,2797
2025-09-01,Referral,12448.35,7721,185
2025-09-01,Organic Search,1231.37,21313,1418
2025-09-01,Influencer,3416.52,40113,2953
2025-09-01,Email,9667.08,10149,600
2025-09-02,Instagram Ads,13764.69,26143,1389
2025-09-02,Google Ads,11281.01,16622,723
2025-09-02,Referral,7356.22,17943,2022
2025-09-02,Organic Search,11745.69,12707,2686
2025-09-02,Influencer,10337.58,1849,2023
2025-09-02,Email,14184.12,10991,853
2025-09-03,Instagram Ads,3808.7,9348,1927
2025-09-03,Google Ads,13697.08,25408,211
2025-09-03,Referral,8932.72,18907,1314
2025-09-03,Organic Search,12359.31,18005,2157
2025-09-03,Influencer,3721.05,33477,2777
2025-09-03,Email,14718.02,49956,2430
2025-09-04,Instagram Ads,13216.02,15033,1750
2025-09-04,Google Ads,631.71,5817,1681
2025-09-04,Referral,1684.86,47847,2149
2025-09-04,Organic Search,7379.1,49860,2964
2025-09-04,Influencer,6060.32,49229,176
2025-09-04,Email,13934.26,14113,1955
2025-09-05,Instagram Ads,2858.19,44095,1344
2025-09-05,Google Ads,7475.22,36733,1120
2025-09-05,Referral,8194.28,27401,904
2025-09-05,Organic Search,9195.92,30092,183
2025-09-05,Influencer,1982.68,14875,2152
2025-09-05,Email,9411.89,36732,467
2025-09-06,Instagram Ads,585.59,38289,1366
2025-09-06,Google Ads,12442.98,37384,2178
2025-09-06,Referral,2334.38,45069,904
2025-09-06,Organic Search,14019.14,16209,2825
2025-09-06,Influencer,14797.55,23067,2219
2025-09-06,Email,6725.92,15046,1170
2025-09-07,Instagram Ads,14733.68,10280,2739
2025-09-07,Google Ads,2403.12,20117,587
2025-09-07,Referral,2590.42,20798,361
2025-09-07,Organic Search,741.57,17943,2654
2025-09-07,Influencer,4482.84,10248,837
2025-09-07,Email,13463.92,24807,1610
2025-09-08,Instagram Ads,12425.82,23116,1843
2025-09-08,Google Ads,7053.92,1823,1704
2025-09-08,Referral,2066.44,42802,669
2025-09-08,Organic Search,5678.86,9143,2040
2025-09-08,Influencer,4242.2,20778,756
2025-09-08,Email,2308.43,36484,1324
2025-09-09,Instagram Ads,3900.31,41447,2247
2025-09-09,Google Ads,12574.12,37892,868
2025-09-09,Referral,10622.13,38165,159
2025-09-09,Organic Search,4109.5,7571,1832
2025-09-09,Influencer,9267.78,18123,1646
2025-09-09,Email,6763.14,34887,92
2025-09-10,Instagram Ads,11601.72,10830,1657
2025-09-10,Google Ads,10141.0,48925,2322
2025-09-10,Referral,7394.27,49684,2341
2025-09-10,Organic Search,5510.52,42275,2616
2025-09-10,Influencer,1989.61,28799,2767
2025-09-10,Email,14310.94,47757,2921
2025-09-11,Instagram Ads,6691.88,10657,1198
2025-09-11,Google Ads,7628.54,45835,1588
2025-09-11,Referral,13855.71,37155,1385
2025-09-11,Organic Search,11889.57,39386,1918
2025-09-11,Influencer,5981.73,20799,1802
2025-09-11,Email,8672.18,29377,1555
2025-09-12,Instagram Ads,9171.45,42852,214
2025-09-12,Google Ads,3153.24,11489,1987
2025-09-12,Referral,12704.34,30815,2910
2025-09-12,Organic Search,4812.59,41273,1187
2025-09-12,Influencer,14904.61,36702,800
2025-09-12,Email,5314.74,20067,1333
2025-09-13,Instagram Ads,7283.29,16939,1256
2025-09-13,Google Ads,4776.23,30633,2786
2025-09-13,Referral,8598.15,12231,217
2025-09-13,Organic Search,1193.36,13554,2058
2025-09-13,Influencer,10112.24,34535,1062
2025-09-13,Email,5749.68,11435,2810
2025-09-14,Instagram Ads,8072.41,16370,2036
2025-09-14,Google Ads,2371.6,18299,758
2025-09-14,Referral,13219.3,4030,1228
2025-09-14,Organic Search,6583.25,25031,981
2025-09-14,Influencer,14344.48,21517,698
2025-09-14,Email,1464.28,33276,2656
2025-09-15,Instagram Ads,1395.84,23115,1996
2025-09-15,Google Ads,2450.26,33438,1911
2025-09-15,Referral,8798.87,13641,228
2025-09-15,Organic Search,12202.5,4111,644
2025-09-15,Influencer,10961.2,4208,837
2025-09-15,Email,1058.36,13508,872
2025-09-16,Instagram Ads,1206.98,32838,1949
2025-09-16,Google Ads,8686.02,2162,164
2025-09-16,Referral,9732.75,9530,414
2025-09-16,Organic Search,12682.1,13785,789
2025-09-16,Influencer,4068.85,36603,1315
2025-09-16,Email,1403.77,38357,2556
2025-09-17,Instagram Ads,5413.11,23185,90
2025-09-17,Google Ads,13967.86,29132,710
2025-09-17,Referral,7540.2,37514,555
2025-09-17,Organic Search,1236.5,14098,340
2025-09-17,Influencer,9139.26,25003,1216
2025-09-17,Email,4497.67,36603,270
2025-09-18,Instagram Ads,6762.41,30488,1612
2025-09-18,Google Ads,4428.4,29371,624
2025-09-18,Referral,9727.47,45800,184
2025-09-18,Organic Search,10145.94,47713,1777
2025-09-18,Influencer,5177.36,27150,1475
2025-09-18,Email,1738.05,27297,1357
2025-09-19,Instagram Ads,13116.14,17388,2001
2025-09-19,Google Ads,12698.08,32619,202
2025-09-19,Referral,4452.3,43614,314
2025-09-19,Organic Search,11896.76,8818,1538
2025-09-19,Influencer,2594.51,37367,1892
2025-09-19,Email,6858.34,35642,2068
2025-09-20,Instagram Ads,12065.76,2761,75
2025-09-20,Google Ads,8728.63,23354,1160
2025-09-20,Referral,13727.98,4670,1716
2025-09-20,Organic Search,9737.95,14444,1444
2025-09-20,Influencer,9569.68,27114,1033
2025-09-20,Email,10190.17,34748,2732
2025-09-21,Instagram Ads,2198.58,13724,1376
2025-09-21,Google Ads,12554.47,43290,842
2025-09-21,Referral,14558.15,43776,927
2025-09-21,Organic Search,6737.42,26743,683
2025-09-21,Influencer,582.77,33338,1741
2025-09-21,Email,1313.59,42809,209
2025-09-22,Instagram Ads,9634.4,3101,1875
2025-09-22,Google Ads,4074.06,16552,1670
2025-09-22,Referral,6579.46,36198,227
2025-09-22,Organic Search,4008.08,29466,2544
2025-09-22,Influencer,9819.59,29534,116
2025-09-22,Email,7008.17,40730,107
2025-09-23,Instagram Ads,4394.1,26197,2687
2025-09-23,Google Ads,6757.69,3905,1428
2025-09-23,Referral,5360.94,16496,315
2025-09-23,Organic Search,8966.85,19255,2399
2025-09-23,Influencer,14716.08,18938,1148
2025-09-23,Email,9391.81,40824,326
2025-09-24,Instagram Ads,9968.5,26477,399
2025-09-24,Google Ads,5777.87,3860,814
2025-09-24,Referral,11959.87,29749,2546
2025-09-24,Organic Search,10632.02,10970,1756
2025-09-24,Influencer,10011.77,10135,1378
2025-09-24,Email,5376.7,22833,1874
2025-09-25,Instagram Ads,13379.37,8032,2589
2025-09-25,Google Ads,13718.75,48125,1462
2025-09-25,Referral,14959.71,3848,2185
2025-09-25,Organic Search,9687.66,41135,206
2025-09-25,Influencer,6791.03,2640,1000
2025-09-25,Email,6525.98,18409,104
2025-09-26,Instagram Ads,8940.42,6772,2956
2025-09-26,Google Ads,11460.12,6122,1754
2025-09-26,Referral,8703.37,9082,1055
2025-09-26,Organic Search,13969.62,13954,1067
2025-09-26,Influencer,5976.54,20102,1372
2025-09-26,Email,12010.58,12309,2237
2025-09-27,Instagram Ads,950.3,44643,949
2025-09-27,Google Ads,3238.52,49541,1632
2025-09-27,Referral,4237.41,18489,1583
2025-09-27,Organic Search,11862.89,7247,1709
2025-09-27,Influencer,4878.71,18915,1753
2025-09-27,Email,13702.03,22515,697
2025-09-28,Instagram Ads,9714.99,27876,2309
2025-09-28,Google Ads,2144.28,41121,497
2025-09-28,Referral,5743.82,31561,1285
2025-09-28,Organic Search,9947.63,2193,2630
2025-09-28,Influencer,7557.44,39510,1083
2025-09-28,Email,8781.69,29761,2728
2025-09-29,Instagram Ads,10566.04,41012,2879
2025-09-29,Google Ads,923.21,2075,2791
2025-09-29,Referral,11139.76,36566,456
2025-09-29,Organic Search,2517.99,29812,304
2025-09-29,Influencer,6197.25,11178,2901
2025-09-29,Email,9441.75,48304,728
2025-09-30,Instagram Ads,14286.55,18402,2302
2025-09-30,Google Ads,8975.24,46881,1843
2025-09-30,Referral,1470.47,32192,260
2025-09-30,Organic Search,14874.71,32994,1481
2025-09-30,Influencer,9326.34,22583,184
2025-09-30,Email,14705.88,2198,2810
2025-10-01,Instagram Ads,10049.96,12964,513
2025-10-01,Google Ads,10351.61,49817,1896
2025-10-01,Referral,9497.43,46486,1776
2025-10-01,Organic Search,4899.74,43283,1872
2025-10-01,Influencer,601.52,21334,2874
2025-10-01,Email,8573.27,44435,167
2025-10-02,Instagram Ads,1689.92,23366,1681
2025-10-02,Google Ads,1505.49,21342,1837
2025-10-02,Referral,6470.04,22773,1738
2025-10-02,Organic Search,14965.07,23729,313
2025-10-02,Influencer,2540.34,25359,322
2025-10-02,Email,6618.73,9879,2105
2025-10-03,Instagram Ads,11010.51,2927,766
2025-10-03,Google Ads,6038.93,8158,1175
2025-10-03,Referral,3096.16,10970,2203
2025-10-03,Organic Search,13857.58,44441,1247
2025-10-03,Influencer,7737.45,26200,2450
2025-10-03,Email,7556.89,23532,551
2025-10-04,Instagram Ads,3551.68,35574,351
2025-10-04,Google Ads,9301.79,36364,139
2025-10-04,Referral,9799.79,18470,1590
2025-10-04,Organic Search,3863.43,23061,2858
2025-10-04,Influencer,8477.93,3556,224
2025-10-04,Email,11304.68,43532,599
2025-10-05,Instagram Ads,14020.26,30502,611
2025-10-05,Google Ads,9351.22,30268,466
2025-10-05,Referral,4365.97,7921,598
2025-10-05,Organic Search,2083.97,12832,2548
2025-10-05,Influencer,1089.75,23717,2188
2025-10-05,Email,7781.18,48797,2111
2025-10-06,Instagram Ads,4724.35,39239,852
2025-10-06,Google Ads,14368.38,42499,2641
2025-10-06,Referral,10959.87,12036,1586
2025-10-06,Organic Search,9637.45,46633,911
2025-10-06,Influencer,1816.79,15522,2867
2025-10-06,Email,4870.51,17727,1786
2025-10-07,Instagram Ads,898.51,34563,332
2025-10-07,Google Ads,10934.26,11492,2605
2025-10-07,Referral,5395.26,9389,494
2025-10-07,Organic Search,14383.6,44396,1017
2025-10-07,Influencer,8389.56,23449,720
2025-10-07,Email,2441.98,41327,943
2025-10-08,Instagram Ads,2263.62,5293,1324
2025-10-08,Google Ads,14057.34,15731,374
2025-10-08,Referral,1650.06,21368,2028
2025-10-08,Organic Search,12356.72,39143,2882
2025-10-08,Influencer,7055.73,48779,84
2025-10-08,Email,4234.98,41885,2614
2025-10-09,Instagram Ads,10459.69,35957,2763
2025-10-09,Google Ads,7896.99,44061,982
2025-10-09,Referral,1633.32,47591,762
2025-10-09,Organic Search,750.87,44322,195
2025-10-09,Influencer,5055.06,16072,2436
2025-10-09,Email,5459.95,21313,1051
2025-10-10,Instagram Ads,11482.6,11939,2156
2025-10-10,Google Ads,4514.7,43228,363
2025-10-10,Referral,13974.85,40151,2772
2025-10-10,Organic Search,11497.26,14699,2244
