order_id,customer_id,order_date,product_id,quantity,order_value,payment_method,order_status
ORD000908,CUST00745,2025-11-02,PRD006,1,1186.39,Net Banking,Delivered
ORD000909,CUST00422,2025-04-24,PRD004,1,3347.98,Net Banking,Cancelled
ORD000910,CUST00745,2026-02-14,PRD008,2,5873.29,Debit Card,Returned
ORD000911,CUST00629,2025-05-21,PRD004,2,6374.23,COD,Delivered
ORD000912,CUST00616,2026-06-21,PRD010,2,3685.03,Net Banking,Delivered
ORD000913,CUST00321,2025-04-29,PRD011,2,18861.68,COD,Delivered
ORD000914,CUST00049,2026-05-07,PRD012,1,1449.08,Debit Card,Delivered
ORD000915,CUST01154,2026-02-11,PRD003,3,126183.05,Credit Card,Delivered
ORD000916,CUST00309,2026-06-17,PRD007,1,985.82,Credit Card,Delivered
ORD000917,CUST00997,2026-08-01,PRD006,2,2497.28,UPI,Delivered
ORD000918,CUST00199,2025-09-10,PRD002,1,14879.27,UPI,Delivered
ORD000919,CUST00679,2026-04-02,PRD002,1,14034.11,Credit Card,Delivered
ORD000920,CUST00437,2025-10-10,PRD005,1,1782.67,Net Banking,Delivered
ORD000921,CUST00915,2026-09-05,PRD008,1,2785.99,UPI,Cancelled
ORD000922,CUST01151,2026-01-24,PRD003,1,39208.38,Net Banking,Delivered
ORD000923,CUST00840,2025-07-06,PRD003,2,81436.39,Debit Card,Delivered
ORD000924,CUST00511,2025-08-04,PRD002,3,44588.36,UPI,Delivered
ORD000925,CUST00081,2025-11-12,PRD003,2,81499.27,UPI,Delivered
ORD000926,CUST00165,2025-08-22,PRD012,1,1436.78,Credit Card,Delivered
ORD000927,CUST00917,2025-07-07,PRD001,2,4781.48,Debit Card,Delivered
ORD000928,CUST00175,2025-06-16,PRD006,1,1250.16,COD,Delivered
ORD000929,CUST00307,2026-06-03,PRD002,3,43351.11,Debit Card,Delivered
ORD000930,CUST00171,2026-05-31,PRD006,2,2466.74,Net Banking,Delivered
ORD000931,CUST01026,2025-07-02,PRD007,1,924.35,Net Banking,Delivered
ORD000932,CUST00574,2026-01-29,PRD009,1,24763.55,UPI,Delivered
ORD000933,CUST00490,2026-02-23,PRD012,1,1498.42,Debit Card,Delivered
ORD000934,CUST00083,2026-03-17,PRD005,3,5211.72,UPI,Delivered
ORD000935,CUST00682,2025-07-08,PRD009,1,24944.62,Net Banking,Delivered
ORD000936,CUST00022,2026-06-01,PRD012,2,2812.33,COD,Delivered
ORD000937,CUST00779,2026-07-16,PRD007,1,926.1,COD,Delivered
ORD000938,CUST00688,2025-10-01,PRD006,2,2541.91,COD,Returned
ORD000939,CUST00701,2025-10-27,PRD003,1,41074.29,COD,Cancelled
ORD000940,CUST00577,2026-01-10,PRD005,1,1784.39,UPI,Delivered
ORD000941,CUST00653,2025-04-28,PRD009,1,22820.4,UPI,Delivered
ORD000942,CUST00498,2025-06-29,PRD002,1,13730.09,Credit Card,Delivered
ORD000943,CUST00179,2026-04-19,PRD002,1,14603.78,Debit Card,Cancelled
ORD000944,CUST00145,2026-07-25,PRD003,2,84891.63,COD,Delivered
ORD000945,CUST00678,2026-03-02,PRD011,1,9055.26,Credit Card,Delivered
ORD000946,CUST00409,2025-12-13,PRD012,1,1456.77,UPI,Delivered
ORD000947,CUST00008,2026-06-13,PRD007,3,2712.28,UPI,Delivered
ORD000948,CUST00793,2026-01-22,PRD006,3,3692.81,Credit Card,Delivered
ORD000949,CUST01015,2025-12-01,PRD010,3,5570.05,Net Banking,Delivered
ORD000950,CUST00126,2025-09-27,PRD008,1,2722.96,Credit Card,Delivered
ORD000951,CUST00540,2026-02-17,PRD003,2,79026.53,UPI,Delivered
ORD000952,CUST00156,2026-01-16,PRD004,1,3413.72,Credit Card,Returned
ORD000953,CUST00333,2025-06-03,PRD007,3,2786.23,COD,Returned
ORD000954,CUST01038,2025-04-26,PRD011,1,9250.02,Debit Card,Delivered
ORD000955,CUST00494,2025-11-06,PRD009,1,24919.35,Debit Card,Delivered
ORD000956,CUST00577,2025-10-10,PRD003,1,40822.92,UPI,Delivered
ORD000957,CUST00881,2025-04-28,PRD002,3,43719.58,UPI,Cancelled
ORD000958,CUST00181,2025-05-02,PRD006,2,2575.78,Net Banking,Cancelled
ORD000959,CUST00135,2026-05-17,PRD010,1,1862.88,Debit Card,Cancelled
ORD000960,CUST00984,2025-08-29,PRD006,2,2465.26,Net Banking,Delivered
ORD000961,CUST00390,2025-05-23,PRD004,2,6781.67,COD,Delivered
ORD000962,CUST00953,2025-07-23,PRD008,1,2952.96,COD,Delivered
ORD000963,CUST00950,2026-02-08,PRD008,2,5840.77,COD,Delivered
ORD000964,CUST00860,2025-09-15,PRD001,1,,Credit Card,Cancelled
ORD000965,CUST00819,2025-07-19,PRD006,1,1275.28,Credit Card,Delivered
ORD000966,CUST00310,2026-08-10,PRD010,1,1802.38,COD,Delivered
ORD000967,CUST00307,2026-08-01,PRD005,1,1708.57,Credit Card,Delivered
ORD000968,CUST00622,2025-08-03,PRD009,1,23715.39,COD,Delivered
ORD000969,CUST00887,2026-04-04,PRD007,1,965.61,Debit Card,Delivered
ORD000970,CUST00218,2025-04-26,PRD002,1,14410.77,Credit Card,Cancelled
ORD000971,CUST00482,2026-07-04,PRD009,2,47079.84,UPI,Returned
ORD000972,CUST00631,2026-08-25,PRD011,1,,Net Banking,Delivered
ORD000973,CUST00879,2025-04-30,PRD010,1,1904.97,Debit Card,Delivered
ORD000974,CUST00765,2026-01-25,PRD012,1,1494.57,UPI,Delivered
ORD000975,CUST00037,2026-06-24,PRD008,1,2761.92,Debit Card,Delivered
ORD000976,CUST00479,2026-08-06,PRD006,3,3886.29,Debit Card,Delivered
ORD000977,CUST01137,2025-12-16,PRD006,2,2519.63,Credit Card,Cancelled
ORD000978,CUST00660,2025-10-22,PRD011,2,18456.01,Net Banking,Delivered
ORD000979,CUST00486,2025-04-20,PRD004,2,6921.41,Debit Card,Delivered
ORD000980,CUST01047,2026-04-01,PRD002,2,28868.9,UPI,Cancelled
ORD000981,CUST01084,2025-05-19,PRD008,2,5932.57,Debit Card,Delivered
ORD000982,CUST00138,2025-11-30,PRD008,2,5872.81,Debit Card,Cancelled
ORD000983,CUST00294,2026-07-29,PRD006,1,1198.11,UPI,Delivered
ORD000984,CUST00671,2025-08-10,PRD006,2,2376.16,Debit Card,Delivered
ORD000985,CUST00656,2025-04-06,PRD008,1,2859.94,Credit Card,Delivered
ORD000986,CUST00014,2025-09-19,PRD010,1,1811.21,Credit Card,Delivered
ORD000987,CUST01073,2025-08-08,PRD009,1,23439.08,UPI,Delivered
ORD000988,CUST00611,2025-09-17,PRD005,1,1623.65,COD,Delivered
ORD000989,CUST00162,2026-05-07,PRD006,2,2596.18,COD,Cancelled
ORD000990,CUST00783,2025-06-04,PRD009,1,24395.18,UPI,Delivered
ORD000991,CUST00561,2026-01-10,PRD008,1,2881.0,Debit Card,Delivered
ORD000992,CUST00334,2026-04-21,PRD010,1,1802.49,UPI,Delivered
ORD000993,CUST00669,2026-08-02,PRD009,2,46574.48,COD,Delivered
ORD000994,CUST01127,2026-03-14,PRD001,3,6990.12,Credit Card,Delivered
ORD000995,CUST00669,2026-07-08,PRD010,1,1863.87,Net Banking,Delivered
ORD000996,CUST00081,2025-07-26,PRD009,1,24283.19,COD,Cancelled
ORD000997,CUST00131,2025-04-29,PRD002,1,14283.22,Credit Card,Delivered
ORD000998,CUST00189,2026-08-14,PRD006,1,1222.7,UPI,Delivered
ORD000999,CUST01009,2026-07-22,PRD007,2,1881.39,COD,Delivered
ORD001000,CUST00318,2026-04-04,PRD009,1,23620.3,UPI,Returned
ORD001001,CUST00535,2026-05-08,PRD004,1,3388.26,UPI,Delivered
ORD001002,CUST00108,2025-04-09,PRD011,3,27124.47,Credit Card,Delivered
ORD001003,CUST00477,2026-09-01,PRD003,1,40087.75,COD,Delivered
ORD001004,CUST00040,2026-08-15,PRD009,1,24173.14,COD,Delivered
ORD001005,CUST01127,2026-02-06,PRD002,1,13553.1,Credit Card,Delivered
ORD001006,CUST01194,2026-02-14,PRD008,1,2723.28,Debit Card,Delivered
ORD001007,CUST01043,2025-05-03,PRD003,2,82009.67,Net Banking,Delivered
ORD001008,CUST00577,2026-01-12,PRD005,2,3377.95,Credit Card,Delivered
ORD001009,CUST00525,2026-08-14,PRD006,1,1202.92,UPI,Delivered
ORD001010,CUST00585,2025-08-14,PRD008,1,2989.32,Net Banking,Delivered
ORD001011,CUST00831,2025-04-12,PRD004,1,3284.67,UPI,Delivered
ORD001012,CUST00422,2025-04-09,PRD004,2,6507.17,Credit Card,Cancelled
ORD001013,CUST00183,2025-12-20,PRD005,1,1735.64,Credit Card,Delivered
ORD001014,CUST01161,2026-03-07,PRD005,1,1674.85,Credit Card,Delivered
ORD001015,CUST00371,2025-11-09,PRD006,1,1262.62,Debit Card,Delivered
ORD001016,CUST00938,2025-08-31,PRD007,2,1982.18,COD,Cancelled
ORD001017,CUST01149,2026-06-22,PRD010,1,1932.44,Credit Card,Cancelled
ORD001018,CUST00160,2026-08-27,PRD010,1,1969.55,Net Banking,Returned
ORD001019,CUST00103,2025-04-01,PRD001,1,2324.93,COD,Delivered
ORD001020,CUST01164,2025-04-19,PRD003,1,39624.91,Credit Card,Delivered
ORD001021,CUST00867,2026-05-12,PRD012,1,1411.68,UPI,Delivered
ORD001022,CUST00610,2026-06-02,PRD001,1,2314.76,Credit Card,Delivered
ORD001023,CUST00247,2026-01-03,PRD011,3,29375.35,COD,Delivered
ORD001024,CUST00358,2026-06-28,PRD001,1,2307.78,Net Banking,Delivered
ORD001025,CUST01142,2026-03-24,PRD005,1,1720.43,UPI,Delivered
ORD001026,CUST00314,2026-04-23,PRD004,1,3281.16,UPI,Delivered
ORD001027,CUST01019,2026-01-13,PRD007,2,1992.59,Net Banking,Delivered
ORD001028,CUST00091,2025-04-18,PRD011,1,9875.39,Debit Card,Delivered
ORD001029,CUST00982,2026-05-08,PRD004,1,3244.26,Credit Card,Delivered
ORD001030,CUST00481,2026-03-31,PRD012,2,2996.75,UPI,Returned
ORD001031,CUST01154,2025-11-08,PRD007,2,1895.81,Credit Card,Delivered
ORD001032,CUST00097,2025-11-06,PRD005,1,1685.18,COD,Delivered
ORD001033,CUST01116,2025-06-03,PRD003,1,40295.53,Net Banking,Delivered
ORD001034,CUST01108,2025-11-12,PRD003,1,40190.25,Credit Card,Cancelled
ORD001035,CUST01189,2026-07-18,PRD007,1,933.81,Debit Card,Delivered
ORD001036,CUST00303,2026-09-02,PRD011,2,18813.77,COD,Delivered
ORD001037,CUST00178,2025-10-05,PRD010,1,1865.63,Debit Card,Returned
ORD001038,CUST00956,2025-07-03,PRD008,2,5496.73,UPI,Returned
ORD001039,CUST00704,2025-11-11,PRD009,3,70059.57,Credit Card,Delivered
ORD001040,CUST01175,2025-04-21,PRD003,1,40403.37,COD,Returned
ORD001041,CUST00230,2025-07-24,PRD009,2,45517.26,UPI,Delivered
ORD001042,CUST00522,2026-02-01,PRD009,3,73044.91,Debit Card,Delivered
ORD001043,CUST01002,2025-07-21,PRD002,1,14694.39,Net Banking,Cancelled
ORD001044,CUST00809,2026-04-28,PRD009,3,69140.27,Debit Card,Returned
ORD001045,CUST00836,2026-07-13,PRD012,1,1445.62,Credit Card,Delivered
ORD001046,CUST00386,2026-05-23,PRD012,1,1494.4,UPI,Returned
ORD001047,CUST01015,2026-01-21,PRD003,1,40017.26,COD,Delivered
ORD001048,CUST00621,2026-09-07,PRD004,2,6964.1,Credit Card,Delivered
ORD001049,CUST00049,2025-03-29,PRD001,1,2300.85,UPI,Delivered
ORD001050,CUST00138,2026-04-13,PRD005,2,3390.01,Debit Card,Delivered
ORD001051,CUST00826,2026-06-02,PRD001,3,,Debit Card,Delivered
ORD001052,CUST00427,2025-05-01,PRD005,2,3569.06,Net Banking,Delivered
ORD001053,CUST00224,2025-05-28,PRD001,3,6770.93,Debit Card,Delivered
ORD001054,CUST00720,2025-06-26,PRD001,1,2464.31,COD,Cancelled
ORD001055,CUST01104,2025-04-13,PRD002,2,28858.77,Debit Card,Delivered
ORD001056,CUST01005,2025-09-25,PRD001,2,4741.83,UPI,Delivered
ORD001057,CUST00973,2026-03-09,PRD005,2,3326.49,UPI,Delivered
ORD001058,CUST00932,2025-07-30,PRD007,3,2878.2,COD,Delivered
ORD001059,CUST00071,2025-08-25,PRD006,1,1260.55,COD,Delivered
ORD001060,CUST00444,2026-02-11,PRD010,2,3871.59,Net Banking,Delivered
ORD001061,CUST00058,2025-12-04,PRD009,2,45904.33,Debit Card,Delivered
ORD001062,CUST01158,2025-05-26,PRD007,2,1807.93,Net Banking,Delivered
ORD001063,CUST00241,2025-05-01,PRD012,2,2968.7,Debit Card,Delivered
ORD001064,CUST00334,2025-08-03,PRD001,1,2355.74,Credit Card,Delivered
ORD001065,CUST00158,2026-01-08,PRD004,2,6302.18,Credit Card,Delivered
ORD001066,CUST00772,2025-12-13,PRD001,1,2334.08,Net Banking,Delivered
ORD001067,CUST01011,2026-04-22,PRD004,3,10182.91,UPI,Delivered
ORD001068,CUST00208,2025-09-29,PRD003,1,42907.83,Net Banking,Delivered
ORD001069,CUST01153,2026-07-28,PRD001,2,4895.21,COD,Delivered
ORD001070,CUST00043,2025-07-17,PRD012,2,2808.61,Net Banking,Returned
ORD001071,CUST00218,2026-04-10,PRD007,2,1885.37,COD,Delivered
ORD001072,CUST00138,2026-08-11,PRD002,1,14922.0,Debit Card,Delivered
ORD001073,CUST00973,2026-05-16,PRD007,2,1979.34,Credit Card,Delivered
ORD001074,CUST00248,2025-08-26,PRD001,1,2295.78,Credit Card,Delivered
ORD001075,CUST00914,2026-03-08,PRD011,2,18524.16,UPI,Delivered
ORD001076,CUST00380,2025-12-30,PRD010,2,3614.09,Credit Card,Delivered
ORD001077,CUST00302,2025-08-12,PRD005,1,,Debit Card,Cancelled
ORD001078,CUST00123,2026-04-01,PRD009,1,24163.81,Net Banking,Delivered
ORD001079,CUST01087,2025-12-17,PRD001,1,2283.35,Credit Card,Returned
ORD001080,CUST00984,2025-04-19,PRD004,1,3316.45,Credit Card,Delivered
ORD001081,CUST00203,2026-07-20,PRD003,2,82790.53,UPI,Delivered
ORD001082,CUST00300,2026-04-05,PRD011,1,9144.49,UPI,Returned
ORD001083,CUST00979,2026-02-19,PRD009,1,23116.74,COD,Delivered
ORD001084,CUST00741,2025-08-19,PRD004,1,3412.35,UPI,Delivered
ORD001085,CUST00657,2025-07-08,PRD007,1,971.68,Debit Card,Delivered
ORD001086,CUST00801,2025-06-03,PRD008,2,5532.99,Credit Card,Returned
ORD001087,CUST00982,2026-08-30,PRD010,2,3856.49,Credit Card,Returned
ORD001088,CUST00495,2025-07-23,PRD010,2,,COD,Delivered
ORD001089,CUST00064,2026-04-25,PRD007,1,969.48,Credit Card,Delivered
ORD001090,CUST00082,2025-07-12,PRD006,1,1229.44,Debit Card,Delivered
ORD001091,CUST00622,2025-10-08,PRD009,2,46538.85,COD,Delivered
ORD001092,CUST01048,2026-06-04,PRD008,2,5901.74,Net Banking,Cancelled
ORD001093,CUST01148,2025-06-05,PRD011,2,19569.67,Credit Card,Delivered
ORD001094,CUST00962,2026-08-31,PRD006,1,1295.78,Net Banking,Delivered
ORD001095,CUST01059,2026-04-02,PRD010,3,5774.58,Debit Card,Delivered
ORD001096,CUST00592,2026-03-06,PRD010,2,3968.74,Debit Card,Delivered
ORD001097,CUST00491,2025-11-21,PRD010,1,1860.34,Debit Card,Delivered
ORD001098,CUST01061,2025-05-21,PRD011,2,19193.6,Credit Card,Delivered
ORD001099,CUST00286,2025-12-15,PRD012,1,1451.93,Net Banking,Delivered
ORD001100,CUST01133,2025-04-08,PRD006,1,1244.67,Credit Card,Cancelled
ORD001101,CUST00241,2025-08-18,PRD012,3,4334.48,Credit Card,Returned
ORD001102,CUST00345,2025-10-14,PRD011,1,9646.51,COD,Delivered
ORD001103,CUST00768,2026-06-10,PRD004,2,6487.66,Net Banking,Delivered
ORD001104,CUST00941,2025-05-05,PRD009,1,24014.0,Debit Card,Delivered
ORD001105,CUST00255,2025-08-18,PRD007,2,1798.85,Credit Card,Delivered
ORD001106,CUST00522,2026-02-13,PRD008,2,5728.48,Debit Card,Delivered
ORD001107,CUST01047,2025-12-13,PRD010,2,3618.59,COD,Delivered
ORD001108,CUST01003,2026-06-29,PRD010,1,,UPI,Delivered
ORD001109,CUST00287,2025-10-14,PRD003,1,42144.61,UPI,Delivered
ORD001110,CUST00085,2025-04-13,PRD002,1,14301.88,Credit Card,Delivered
ORD001111,CUST00197,2025-07-10,PRD012,3,4065.26,Net Banking,Delivered
ORD001112,CUST00123,2025-06-28,PRD001,1,,Debit Card,Delivered
ORD001113,CUST00583,2025-11-08,PRD007,1,960.87,Net Banking,Delivered
ORD001114,CUST00547,2025-04-18,PRD009,1,22878.34,Net Banking,Returned
ORD001115,CUST01197,2025-09-01,PRD006,1,1294.64,COD,Delivered
ORD001116,CUST00417,2026-01-07,PRD009,2,45800.15,Net Banking,Delivered
ORD001117,CUST00553,2025-09-24,PRD008,1,2952.63,Credit Card,Delivered
ORD001118,CUST00496,2025-04-04,PRD008,2,5502.29,Credit Card,Delivered
ORD001119,CUST00573,2026-02-12,PRD002,1,13961.81,Net Banking,Delivered
ORD001120,CUST00792,2026-07-16,PRD008,1,2953.2,COD,Delivered
ORD001121,CUST00910,2026-08-01,PRD008,1,2814.4,Net Banking,Cancelled
ORD001122,CUST00779,2026-07-24,PRD001,2,4600.72,COD,Cancelled
ORD001123,CUST00895,2026-06-01,PRD009,1,23746.63,Net Banking,Delivered
ORD001124,CUST00795,2026-02-03,PRD008,2,5484.88,UPI,Delivered
ORD001125,CUST00774,2026-05-03,PRD003,2,80100.36,COD,Delivered
ORD001126,CUST00562,2025-09-21,PRD004,3,9689.67,Net Banking,Delivered
ORD001127,CUST00962,2026-06-11,PRD001,3,6930.28,UPI,Delivered
ORD001128,CUST00927,2025-11-10,PRD012,1,1400.84,COD,Delivered
ORD001129,CUST00042,2025-11-06,PRD008,2,5943.53,UPI,Cancelled
ORD001130,CUST00896,2026-04-18,PRD005,1,1685.05,Debit Card,Delivered
ORD001131,CUST00981,2026-04-22,PRD003,1,41216.67,Net Banking,Delivered
ORD001132,CUST01088,2025-04-20,PRD004,1,3276.66,Credit Card,Delivered
ORD001133,CUST00185,2025-05-18,PRD012,1,1453.33,UPI,Delivered
ORD001134,CUST00513,2025-10-16,PRD002,2,28357.41,Debit Card,Delivered
ORD001135,CUST00291,2026-04-14,PRD007,1,917.68,COD,Returned
ORD001136,CUST00639,2026-03-22,PRD003,2,84895.59,Net Banking,Delivered
ORD001137,CUST00107,2026-06-27,PRD010,3,5920.14,Credit Card,Cancelled
ORD001138,CUST00591,2026-08-09,PRD009,2,49472.63,Credit Card,Delivered
ORD001139,CUST00036,2025-11-26,PRD004,2,6345.35,UPI,Cancelled
ORD001140,CUST00552,2026-01-24,PRD003,2,81375.93,Debit Card,Delivered
ORD001141,CUST00367,2026-01-21,PRD003,2,79510.71,UPI,Delivered
ORD001142,CUST00667,2025-12-26,PRD003,1,38788.19,Net Banking,Delivered
ORD001143,CUST00117,2025-06-16,PRD007,1,,Credit Card,Delivered
ORD001144,CUST00496,2025-10-12,PRD010,1,1854.93,Credit Card,Delivered
ORD001145,CUST00932,2026-04-27,PRD003,3,119299.2,Net Banking,Delivered
ORD001146,CUST00087,2026-08-02,PRD002,2,27859.75,Net Banking,Delivered
ORD001147,CUST01004,2025-05-31,PRD011,2,19450.52,Net Banking,Delivered
ORD001148,CUST00956,2025-03-29,PRD011,2,19209.11,COD,Delivered
ORD001149,CUST00515,2026-05-26,PRD009,2,49287.66,Credit Card,Delivered
ORD001150,CUST00075,2026-08-16,PRD004,1,3277.69,Debit Card,Delivered
ORD001151,CUST00237,2025-05-06,PRD010,2,3717.95,UPI,Delivered
ORD001152,CUST00645,2025-08-02,PRD008,1,2763.75,Credit Card,Cancelled
ORD001153,CUST00922,2026-01-08,PRD010,3,5873.32,COD,Delivered
ORD001154,CUST00501,2025-09-19,PRD003,1,42584.76,Debit Card,Delivered
ORD001155,CUST00997,2025-10-20,PRD007,2,1872.44,Credit Card,Cancelled
ORD001156,CUST00949,2026-02-16,PRD003,2,,Credit Card,Delivered
ORD001157,CUST00208,2025-10-02,PRD005,1,1702.77,COD,Delivered
ORD001158,CUST00888,2026-03-11,PRD002,2,29461.32,Net Banking,Delivered
ORD001159,CUST00978,2026-05-17,PRD001,2,4663.86,Debit Card,Delivered
ORD001160,CUST01038,2026-06-01,PRD003,1,39326.62,Net Banking,Delivered
ORD001161,CUST00553,2026-02-12,PRD001,1,2406.71,Debit Card,Delivered
ORD001162,CUST00050,2025-05-27,PRD008,2,5765.83,Debit Card,Delivered
ORD001163,CUST00669,2026-01-21,PRD005,1,1712.11,UPI,Delivered
ORD001164,CUST00898,2025-09-10,PRD008,2,5419.89,Net Banking,Cancelled
ORD001165,CUST01160,2025-08-10,PRD009,1,22882.41,COD,Delivered
ORD001166,CUST00677,2025-06-25,PRD011,3,29164.71,Debit Card,Delivered
ORD001167,CUST00295,2025-11-25,PRD003,1,40349.79,COD,Delivered
ORD001168,CUST00452,2025-11-13,PRD001,1,2487.39,Credit Card,Delivered
ORD001169,CUST00857,2025-11-27,PRD010,1,1964.2,Credit Card,Delivered
ORD001170,CUST00875,2026-08-24,PRD009,2,49578.37,UPI,Delivered
ORD001171,CUST00136,2025-12-05,PRD003,1,40774.51,UPI,Delivered
ORD001172,CUST00449,2026-06-19,PRD008,1,2847.1,UPI,Delivered
ORD001173,CUST00942,2025-07-16,PRD006,2,2434.88,COD,Cancelled
ORD001174,CUST00529,2025-04-21,PRD010,2,3958.55,Debit Card,Delivered
ORD001175,CUST00669,2026-08-09,PRD009,1,24587.41,Net Banking,Delivered
ORD001176,CUST01066,2025-08-17,PRD011,1,9777.32,Credit Card,Returned
ORD001177,CUST00464,2026-02-13,PRD001,2,4662.21,Net Banking,Delivered
ORD001178,CUST00616,2025-09-06,PRD008,3,8143.44,Net Banking,Delivered
ORD001179,CUST00616,2025-04-24,PRD005,1,1718.95,Credit Card,Returned
ORD001180,CUST00510,2025-06-26,PRD008,1,2908.24,Net Banking,Delivered
ORD001181,CUST00744,2026-05-08,PRD007,3,2867.1,Debit Card,Delivered
ORD001182,CUST00167,2025-08-17,PRD004,1,3480.98,UPI,Delivered
ORD001183,CUST00643,2026-07-03,PRD001,2,4714.2,COD,Delivered
ORD001184,CUST00970,2025-05-28,PRD001,1,2278.64,Credit Card,Delivered
ORD001185,CUST00997,2026-02-24,PRD008,2,5641.31,Credit Card,Delivered
ORD001186,CUST00587,2025-06-08,PRD004,2,6533.41,Net Banking,Returned
ORD001187,CUST00670,2026-02-17,PRD010,2,3638.44,UPI,Returned
ORD001188,CUST00018,2025-04-16,PRD003,2,85108.62,Credit Card,Delivered
ORD001189,CUST00106,2025-05-21,PRD001,2,4564.91,Debit Card,Delivered
ORD001190,CUST00732,2025-04-10,PRD011,2,18328.61,Debit Card,Delivered
ORD001191,CUST00677,2026-03-25,PRD002,1,13622.61,UPI,Delivered
ORD001192,CUST00001,2026-06-28,PRD004,1,3437.48,COD,Returned
ORD001193,CUST00221,2026-01-28,PRD005,2,3539.3,UPI,Delivered
ORD001194,CUST00583,2025-04-12,PRD003,1,42364.32,Credit Card,Delivered
ORD001195,CUST01055,2026-04-12,PRD002,2,29065.16,UPI,Delivered
ORD001196,CUST00806,2025-04-22,PRD006,3,3691.5,COD,Delivered
ORD001197,CUST00735,2026-04-10,PRD009,1,24263.17,COD,Delivered
ORD001198,CUST00857,2025-08-07,PRD004,1,3222.77,COD,Delivered
ORD001199,CUST00305,2025-08-07,PRD012,1,1357.91,UPI,Delivered
ORD001200,CUST00303,2026-03-22,PRD002,2,29166.36,Debit Card,Delivered
ORD001201,CUST00682,2026-06-27,PRD012,1,1456.82,COD,Delivered
ORD001202,CUST00840,2025-09-27,PRD002,3,43519.48,Net Banking,Delivered
ORD001203,CUST00620,2026-04-12,PRD012,1,1447.46,Debit Card,Returned
ORD001204,CUST00321,2026-02-08,PRD007,1,903.99,Debit Card,Delivered
ORD001205,CUST00798,2025-09-25,PRD003,2,85710.36,Debit Card,Delivered
ORD001206,CUST00921,2025-05-01,PRD003,1,41740.78,Debit Card,Cancelled
ORD001207,CUST01161,2025-11-15,PRD012,1,1466.5,Debit Card,Delivered
ORD001208,CUST00852,2025-12-21,PRD002,2,28001.8,UPI,Returned
ORD001209,CUST00288,2025-07-26,PRD004,2,6967.95,Credit Card,Delivered
ORD001210,CUST00370,2025-09-12,PRD007,1,962.19,Debit Card,Cancelled
ORD001211,CUST00764,2025-10-07,PRD006,1,1269.33,Net Banking,Delivered
ORD001212,CUST00414,2026-06-08,PRD004,1,3379.57,Net Banking,Delivered
ORD001213,CUST00561,2025-10-31,PRD009,2,49966.16,Net Banking,Returned
ORD001214,CUST00403,2026-03-02,PRD007,3,2833.65,Net Banking,Returned
ORD001215,CUST01121,2026-07-06,PRD005,2,3402.43,Debit Card,Delivered
ORD001216,CUST00682,2025-06-06,PRD001,2,4980.55,UPI,Delivered
ORD001217,CUST00972,2025-09-13,PRD007,2,1919.83,Credit Card,Delivered
ORD001218,CUST00646,2026-05-20,PRD010,1,,UPI,Delivered
ORD001219,CUST00470,2025-09-17,PRD011,2,18528.88,Net Banking,Delivered
ORD001220,CUST00470,2025-10-27,PRD001,1,2361.37,COD,Delivered
ORD001221,CUST00005,2026-03-08,PRD007,1,979.26,Debit Card,Delivered
ORD001222,CUST01097,2025-11-30,PRD009,2,49340.76,Debit Card,Delivered
ORD001223,CUST00105,2026-08-28,PRD008,2,5794.84,Debit Card,Delivered
ORD001224,CUST00238,2026-02-19,PRD004,2,6528.15,Net Banking,Delivered
ORD001225,CUST00411,2025-06-15,PRD001,3,6993.78,Credit Card,Delivered
ORD001226,CUST00983,2025-04-14,PRD001,1,2436.38,Debit Card,Delivered
ORD001227,CUST00347,2026-08-05,PRD011,1,9414.63,COD,Delivered
ORD001228,CUST00418,2026-07-26,PRD012,1,1463.79,Debit Card,Delivered
ORD001229,CUST00634,2025-04-03,PRD009,3,68011.7,Credit Card,Delivered
ORD001230,CUST00249,2026-02-12,PRD001,1,2441.61,Debit Card,Delivered
ORD001231,CUST00367,2026-05-31,PRD002,2,28499.49,Net Banking,Delivered
ORD001232,CUST00953,2025-12-21,PRD009,1,24034.95,UPI,Delivered
ORD001233,CUST00730,2026-05-16,PRD002,1,14708.92,Net Banking,Delivered
ORD001234,CUST00513,2025-12-20,PRD012,1,1442.09,UPI,Delivered
ORD001235,CUST00130,2026-01-29,PRD003,1,40944.02,Net Banking,Delivered
ORD001236,CUST00398,2025-09-22,PRD008,3,8403.36,COD,Delivered
ORD001237,CUST00886,2025-07-15,PRD002,2,28205.5,Credit Card,Cancelled
ORD001238,CUST00390,2026-06-12,PRD010,3,5748.94,UPI,Delivered
ORD001239,CUST00465,2025-04-07,PRD011,2,18913.81,Debit Card,Delivered
ORD001240,CUST00756,2026-04-17,PRD004,1,3214.91,Net Banking,Delivered
ORD001241,CUST00728,2025-10-12,PRD001,3,7233.64,COD,Delivered
ORD001242,CUST00016,2026-09-10,PRD006,2,2557.22,Net Banking,Delivered
ORD001243,CUST01067,2025-05-02,PRD009,1,23682.63,Net Banking,Delivered
ORD001244,CUST01130,2025-05-01,PRD012,1,1470.64,Debit Card,Delivered
ORD001245,CUST00504,2026-08-08,PRD005,2,3343.78,UPI,Returned
ORD001246,CUST00113,2025-07-20,PRD005,3,4931.2,Debit Card,Delivered
ORD001247,CUST00778,2025-12-17,PRD003,1,40470.79,UPI,Delivered
ORD001248,CUST01088,2026-01-25,PRD006,1,1265.05,COD,Delivered
