ticket_id,customer_id,order_id,issue_type,ticket_date,resolution_time_hours,satisfaction_score
TCK00377,CUST00829,ORD005821,Late Delivery,21-08-2025,56.5,
TCK00378,CUST00328,ORD002431,Damaged Product,09-12-2025,19.4,2
TCK00379,CUST00294,ORD000895,Damaged Product,12-05-2025,89.8,5
TCK00380,CUST00721,ORD001783,Late Delivery,08-06-2026,70.5,3
TCK00381,CUST00184,ORD001400,Wrong Item,15-11-2025,68.8,2
TCK00382,CUST00202,ORD002389,Late Delivery,13-05-2025,31.8,5
TCK00383,CUST01035,ORD001368,Missing Item,24-05-2025,25.3,2
TCK00384,CUST00884,ORD005684,Wrong Item,26-06-2026,49.4,1
TCK00385,CUST00671,ORD004599,Late Delivery,29-11-2025,9.7,2
TCK00386,CUST01021,ORD005304,Refund Request,31-05-2025,71,2
TCK00387,CUST00601,ORD003760,Late Delivery,07-05-2026,84.7,5
TCK00388,CUST01045,ORD003637,Refund Request,19-08-2025,82.4,2
TCK00389,CUST00319,ORD000101,Wrong Item,10-04-2025,70.8,
TCK00390,CUST00710,ORD002150,Wrong Item,10-06-2026,2,4
TCK00391,CUST00679,ORD003493,Damaged Product,01-04-2025,77.7,
TCK00392,CUST00428,ORD003692,Wrong Item,28-03-2025,11.2,1
TCK00393,CUST00593,ORD003837,Missing Item,25-03-2026,63.3,2
TCK00394,CUST00906,ORD000503,Refund Request,26-05-2025,14.3,2
TCK00395,CUST00109,ORD004940,Missing Item,01-06-2026,94.6,4
TCK00396,CUST00169,ORD002292,Refund Request,17-04-2026,69.1,5
TCK00397,CUST00017,ORD003382,Damaged Product,18-11-2025,49.6,
TCK00398,CUST00964,ORD003351,Damaged Product,03-06-2026,90.8,
TCK00399,CUST00643,ORD001183,Late Delivery,03-07-2026,70,2
TCK00400,CUST00346,ORD003690,Missing Item,30-06-2026,88.8,1
TCK00401,CUST00944,ORD000209,Damaged Product,30-05-2026,8.3,5
TCK00402,CUST00480,ORD001305,Product Query,08-04-2025,3.8,5
TCK00403,CUST00707,ORD005328,Product Query,15-11-2025,21.5,
TCK00404,CUST00802,ORD001873,Damaged Product,10-08-2025,49.2,5
TCK00405,CUST00849,ORD004405,Product Query,29-04-2026,21.3,2
TCK00406,CUST00867,ORD004642,Wrong Item,24-07-2025,5.4,
TCK00407,CUST00225,ORD002276,Damaged Product,24-03-2025,18.9,
TCK00408,CUST00408,ORD004444,Product Query,10-12-2025,8.8,
TCK00409,CUST00871,ORD002167,Product Query,24-06-2026,54.4,4
TCK00410,CUST00836,ORD002593,Damaged Product,12-11-2025,16.4,5
TCK00411,CUST00704,ORD002871,Wrong Item,23-07-2025,54.4,4
TCK00412,CUST00430,ORD002791,Missing Item,12-03-2026,88.4,
TCK00413,CUST00372,ORD003367,Product Query,09-07-2025,61.4,5
TCK00414,CUST00639,ORD005230,Damaged Product,27-06-2026,26.3,2
TCK00415,CUST00588,ORD005997,Late Delivery,15-07-2025,88.7,
TCK00416,CUST00856,ORD004771,Product Query,24-11-2025,41.1,5
TCK00417,CUST00237,ORD000586,Wrong Item,21-07-2025,84.9,3
TCK00418,CUST00500,ORD001409,Product Query,23-05-2026,69.2,1
TCK00419,CUST00047,ORD002189,Late Delivery,31-07-2026,94,5
TCK00420,CUST00514,ORD003001,Refund Request,26-04-2026,47.2,5
TCK00421,CUST00272,ORD000690,Refund Request,26-08-2026,48.5,4
TCK00422,CUST00414,ORD001212,Refund Request,08-06-2026,53.9,5
TCK00423,CUST00784,ORD000805,Damaged Product,27-03-2026,17.9,3
TCK00424,CUST00305,ORD001610,Refund Request,05-09-2025,25.8,2
TCK00425,CUST00709,ORD005690,Wrong Item,11-10-2025,63.3,5
TCK00426,CUST00503,ORD004780,Product Query,09-04-2025,69.6,
TCK00427,CUST00856,ORD002405,Missing Item,28-03-2026,37.3,5
TCK00428,CUST00447,ORD001820,Late Delivery,24-10-2025,3.7,
TCK00429,CUST00065,ORD005312,Product Query,21-08-2026,18.6,4
TCK00430,CUST00053,ORD002851,Damaged Product,11-11-2025,84.7,5
TCK00431,CUST00106,ORD002881,Damaged Product,11-06-2025,77.7,3
TCK00432,CUST01116,ORD001033,Late Delivery,03-06-2025,94.5,2
TCK00433,CUST00761,ORD003335,Missing Item,25-07-2026,26,5
TCK00434,CUST00185,ORD001133,Product Query,18-05-2025,4.5,3
TCK00435,CUST01063,ORD001545,Refund Request,26-05-2025,37.8,5
TCK00436,CUST00400,ORD002042,Product Query,19-11-2025,74.7,2
TCK00437,CUST00076,ORD003863,Refund Request,10-09-2025,19.1,
TCK00438,CUST00952,ORD000620,Product Query,04-02-2026,72.7,3
TCK00439,CUST00045,ORD005967,Product Query,08-06-2025,38.2,5
TCK00440,CUST00612,ORD002244,Refund Request,09-05-2025,40.6,5
TCK00441,CUST00465,ORD001922,Missing Item,31-05-2026,91,3
TCK00442,CUST00695,ORD005797,Damaged Product,13-09-2025,75.1,3
TCK00443,CUST00990,ORD003307,Product Query,13-02-2026,81.8,3
TCK00444,CUST00838,ORD003512,Late Delivery,15-04-2026,31.8,4
TCK00445,CUST01071,ORD004876,Refund Request,23-05-2025,54.8,2
TCK00446,CUST00216,ORD004859,Missing Item,03-10-2025,72.8,4
TCK00447,CUST00686,ORD002908,Wrong Item,16-08-2026,21.7,3
TCK00448,CUST00095,ORD001383,Missing Item,21-07-2026,43.3,5
TCK00449,CUST00941,ORD001104,Missing Item,05-05-2025,7.7,4
TCK00450,CUST01057,ORD004986,Late Delivery,11-09-2025,94.1,5
TCK00451,CUST00247,ORD000857,Refund Request,15-04-2026,39.8,1
TCK00452,CUST00650,ORD003917,Missing Item,03-04-2025,28.7,
TCK00453,CUST01077,ORD002970,Refund Request,02-11-2025,38,5
TCK00454,CUST00579,ORD000492,Missing Item,13-08-2025,26.5,5
TCK00455,CUST01084,ORD000981,Damaged Product,19-05-2025,50.8,5
TCK00456,CUST01095,ORD004094,Missing Item,17-08-2026,34.3,1
TCK00457,CUST00572,ORD000649,Damaged Product,05-02-2026,46.9,4
TCK00458,CUST00162,ORD003230,Damaged Product,14-10-2025,10.1,1
TCK00459,CUST00105,ORD003897,Wrong Item,09-09-2025,16.8,2
TCK00460,CUST00822,ORD000211,Missing Item,06-03-2026,33.2,5
TCK00461,CUST00980,ORD000037,Refund Request,07-05-2025,2.1,3
TCK00462,CUST01067,ORD005372,Product Query,07-06-2025,32.8,3
TCK00463,CUST00141,ORD003556,Wrong Item,07-09-2025,17.9,5
TCK00464,CUST00840,ORD001202,Late Delivery,27-09-2025,3.2,
TCK00465,CUST00285,ORD005525,Late Delivery,20-11-2025,28.4,4
TCK00466,CUST00126,ORD003899,Damaged Product,10-02-2026,77.2,3
TCK00467,CUST00294,ORD002180,Product Query,19-06-2025,49.8,3
TCK00468,CUST00019,ORD005487,Product Query,05-07-2025,63.5,
TCK00469,CUST01087,ORD003096,Missing Item,02-09-2026,38.5,1
TCK00470,CUST00008,ORD002724,Product Query,28-05-2026,11.4,3
TCK00471,CUST00935,ORD004278,Late Delivery,28-10-2025,42.8,3
TCK00472,CUST00816,ORD002581,Refund Request,05-08-2025,39.3,2
TCK00473,CUST00949,ORD001156,Refund Request,16-02-2026,62.9,4
TCK00474,CUST01160,ORD004840,Product Query,10-11-2025,67.3,1
TCK00475,CUST00798,ORD005565,Missing Item,06-01-2026,4.4,5
TCK00476,CUST00287,ORD001428,Product Query,26-02-2026,63.6,2
TCK00477,CUST01161,ORD001207,Missing Item,15-11-2025,75.7,2
TCK00478,CUST01053,ORD002880,Refund Request,30-04-2026,34.7,5
TCK00479,CUST00390,ORD001416,Missing Item,14-05-2026,82.8,1
TCK00480,CUST00243,ORD002131,Refund Request,18-03-2026,45.5,4
TCK00481,CUST00713,ORD005995,Refund Request,02-03-2026,77.9,3
TCK00482,CUST00461,ORD000092,Wrong Item,09-05-2026,19.5,1
TCK00483,CUST00755,ORD005735,Product Query,05-05-2025,68.2,4
TCK00484,CUST00535,ORD002616,Damaged Product,19-11-2025,31.4,3
TCK00485,CUST01102,ORD004659,Damaged Product,05-06-2026,11.5,
TCK00486,CUST00502,ORD002383,Wrong Item,17-05-2026,20.6,3
TCK00487,CUST00686,ORD004654,Wrong Item,31-05-2026,71.9,4
TCK00488,CUST00574,ORD005878,Missing Item,12-04-2025,13.7,
TCK00489,CUST01193,ORD001865,Refund Request,04-06-2025,67.5,5
TCK00490,CUST00348,ORD005270,Refund Request,21-12-2025,67.1,1
TCK00491,CUST00824,ORD004587,Product Query,04-04-2026,94.1,3
TCK00492,CUST01177,ORD000735,Wrong Item,22-03-2026,71.8,1
TCK00493,CUST00828,ORD000049,Wrong Item,06-08-2025,38.2,1
TCK00494,CUST00855,ORD000338,Missing Item,07-12-2025,5.6,3
TCK00495,CUST00921,ORD005639,Missing Item,23-09-2025,50.5,3
TCK00496,CUST00903,ORD003511,Wrong Item,22-10-2025,37.2,2
TCK00497,CUST00756,ORD004727,Wrong Item,29-04-2026,88.4,1
TCK00498,CUST00188,ORD002304,Refund Request,09-08-2025,67.8,5
TCK00499,CUST00397,ORD003505,Missing Item,01-11-2025,60.6,3
TCK00500,CUST00399,ORD003182,Refund Request,13-02-2026,46,
TCK00501,CUST00435,ORD005079,Product Query,23-08-2025,27.7,2
TCK00502,CUST00789,ORD002533,Damaged Product,29-11-2025,36.3,3
TCK00503,CUST00914,ORD005116,Wrong Item,21-05-2025,2.8,
TCK00504,CUST01186,ORD004843,Damaged Product,30-08-2025,9.6,4
TCK00505,CUST00425,ORD001667,Refund Request,02-06-2025,84.1,2
TCK00506,CUST00537,ORD001711,Refund Request,30-05-2026,16.6,2
TCK00507,CUST00287,ORD003024,Missing Item,28-08-2026,29.8,1
TCK00508,CUST00632,ORD002153,Product Query,14-09-2025,52.8,3
TCK00509,CUST00857,ORD001198,Product Query,07-08-2025,42.6,
TCK00510,CUST01104,ORD003403,Refund Request,16-08-2026,69.7,1
TCK00511,CUST00032,ORD003507,Product Query,15-11-2025,87.5,5
TCK00512,CUST00594,ORD000370,Missing Item,19-08-2025,83.3,4
TCK00513,CUST00165,ORD002462,Damaged Product,30-11-2025,62.4,
TCK00514,CUST00706,ORD004162,Damaged Product,04-08-2025,74.6,1
TCK00515,CUST00259,ORD005388,Product Query,05-08-2026,26.7,2
TCK00516,CUST01049,ORD002230,Missing Item,29-08-2026,52.1,2
TCK00517,CUST00329,ORD003939,Refund Request,06-10-2025,40.4,2
TCK00518,CUST00270,ORD005080,Late Delivery,22-05-2025,20.9,5
TCK00519,CUST00435,ORD004717,Late Delivery,10-10-2025,42.1,3
TCK00520,CUST00601,ORD004534,Refund Request,17-02-2026,70.7,5
TCK00521,CUST00070,ORD000513,Missing Item,04-05-2025,77.6,4
TCK00522,CUST00256,ORD004899,Missing Item,05-03-2026,52.1,2
TCK00523,CUST00042,ORD001129,Late Delivery,06-11-2025,95.1,4
TCK00524,CUST00309,ORD002721,Wrong Item,31-03-2026,80.6,3
TCK00525,CUST00069,ORD005104,Late Delivery,07-01-2026,44.8,3
TCK00526,CUST00384,ORD005356,Missing Item,31-08-2025,94,4
TCK00527,CUST00205,ORD002512,Wrong Item,29-08-2026,43.6,
TCK00528,CUST00243,ORD001746,Missing Item,17-01-2026,44.3,2
TCK00529,CUST00079,ORD001476,Damaged Product,21-05-2025,84.2,
TCK00530,CUST00100,ORD005249,Product Query,17-05-2025,52.3,4
TCK00531,CUST00430,ORD004868,Damaged Product,06-09-2025,13.2,2
TCK00532,CUST00669,ORD001175,Refund Request,09-08-2026,43.1,1
TCK00533,CUST00915,ORD005905,Missing Item,21-07-2026,14.8,1
TCK00534,CUST01154,ORD001031,Late Delivery,08-11-2025,34.7,2
TCK00535,CUST00339,ORD002517,Wrong Item,12-04-2026,42.7,5
TCK00536,CUST00364,ORD001765,Missing Item,26-03-2025,57.2,4
TCK00537,CUST00073,ORD002246,Missing Item,26-04-2026,67.6,1
TCK00538,CUST01074,ORD002992,Late Delivery,18-08-2026,65.4,3
TCK00539,CUST01102,ORD003459,Missing Item,25-07-2025,32.9,5
TCK00540,CUST00452,ORD003645,Product Query,18-11-2025,86.8,1
TCK00541,CUST00894,ORD005991,Wrong Item,01-03-2026,38.5,2
TCK00542,CUST00839,ORD005902,Wrong Item,21-06-2026,24.1,5
TCK00543,CUST00551,ORD002683,Damaged Product,25-05-2025,38.9,2
TCK00544,CUST00454,ORD001813,Product Query,07-09-2025,44.5,3
TCK00545,CUST00037,ORD000975,Late Delivery,24-06-2026,90.5,
TCK00546,CUST00897,ORD001785,Product Query,03-08-2026,28.2,1
TCK00547,CUST00774,ORD003606,Late Delivery,05-08-2026,15.2,1
TCK00548,CUST00382,ORD000003,Missing Item,12-07-2026,57.7,4
TCK00549,CUST00011,ORD001766,Product Query,14-11-2025,67.1,5
TCK00550,CUST00742,ORD003728,Late Delivery,23-06-2025,44.6,
TCK00551,CUST00583,ORD001194,Damaged Product,12-04-2025,7.6,5
TCK00552,CUST00131,ORD000844,Refund Request,05-11-2025,69.1,
TCK00553,CUST00357,ORD003303,Refund Request,04-05-2025,66.3,5
TCK00554,CUST01160,ORD004272,Wrong Item,03-09-2026,79.2,5
TCK00555,CUST00512,ORD005097,Missing Item,31-10-2025,18.8,5
TCK00556,CUST01097,ORD003718,Missing Item,05-07-2025,90,4
TCK00557,CUST00113,ORD002152,Missing Item,26-02-2026,68.9,
TCK00558,CUST00988,ORD000409,Refund Request,26-03-2025,56.2,5
TCK00559,CUST00740,ORD005944,Damaged Product,24-10-2025,68.9,5
TCK00560,CUST00659,ORD004486,Refund Request,31-07-2025,70.9,5
TCK00561,CUST00307,ORD000967,Product Query,01-08-2026,60.7,1
TCK00562,CUST00407,ORD001528,Refund Request,25-07-2026,63.6,
TCK00563,CUST00685,ORD001679,Product Query,15-09-2025,49.6,2
TCK00564,CUST00620,ORD002476,Missing Item,09-09-2025,24.1,1
TCK00565,CUST00221,ORD000594,Damaged Product,10-07-2025,11.3,2
TCK00566,CUST00192,ORD005739,Refund Request,24-08-2025,84.5,3
TCK00567,CUST00132,ORD003526,Damaged Product,05-06-2025,49.2,2
TCK00568,CUST00377,ORD000893,Damaged Product,24-06-2026,58.9,
TCK00569,CUST01010,ORD005409,Wrong Item,23-02-2026,69,
TCK00570,CUST00773,ORD002598,Refund Request,11-12-2025,25.8,4
TCK00571,CUST00439,ORD000555,Refund Request,05-04-2025,28.2,3
TCK00572,CUST01087,ORD004480,Late Delivery,10-07-2025,40.1,2
TCK00573,CUST00834,ORD005864,Missing Item,11-06-2026,69.7,2
TCK00574,CUST00905,ORD003255,Wrong Item,10-08-2026,89.9,
TCK00575,CUST00407,ORD003050,Late Delivery,05-09-2025,3.1,3
TCK00576,CUST00623,ORD000643,Missing Item,27-09-2025,37.3,
TCK00577,CUST00850,ORD004349,Product Query,10-09-2026,83.1,
TCK00578,CUST01076,ORD005812,Late Delivery,20-05-2025,48.6,5
TCK00579,CUST00186,ORD002205,Damaged Product,07-02-2026,72.4,3
TCK00580,CUST00548,ORD003490,Product Query,11-09-2026,32.5,4
TCK00581,CUST00641,ORD000817,Late Delivery,25-10-2025,18.2,1
TCK00582,CUST00468,ORD003600,Wrong Item,12-10-2025,51.7,5
TCK00583,CUST00308,ORD005703,Missing Item,19-04-2026,15.2,3
TCK00584,CUST00618,ORD000022,Wrong Item,14-07-2026,63.9,1
TCK00585,CUST01156,ORD001290,Late Delivery,04-05-2025,83.1,
TCK00586,CUST00494,ORD001714,Late Delivery,01-12-2025,19.3,5
TCK00587,CUST00161,ORD003237,Missing Item,19-02-2026,49.8,1
TCK00588,CUST00053,ORD001330,Wrong Item,24-08-2025,87.5,4
TCK00589,CUST00629,ORD004781,Wrong Item,15-05-2026,63.7,5
TCK00590,CUST00092,ORD000445,Wrong Item,18-06-2026,51.9,3
TCK00591,CUST00633,ORD000699,Damaged Product,23-08-2025,75.3,5
TCK00592,CUST00563,ORD003101,Refund Request,27-03-2025,58.7,4
TCK00593,CUST00457,ORD003741,Late Delivery,03-02-2026,47.7,5
TCK00594,CUST00616,ORD002934,Missing Item,27-05-2025,85.5,2
TCK00595,CUST00811,ORD005123,Missing Item,16-03-2026,45.2,1
TCK00596,CUST01169,ORD001871,Wrong Item,27-08-2025,89.9,1
TCK00597,CUST01170,ORD001611,Refund Request,19-09-2025,14,3
TCK00598,CUST00145,ORD004836,Product Query,30-05-2026,65.6,
TCK00599,CUST00244,ORD002836,Damaged Product,16-03-2026,32.3,1
TCK00600,CUST00581,ORD002451,Wrong Item,02-07-2026,87.9,2
TCK00601,CUST00188,ORD002146,Late Delivery,12-09-2025,48.1,1
TCK00602,CUST00147,ORD003051,Wrong Item,14-12-2025,17,
TCK00603,CUST00557,ORD005206,Damaged Product,30-04-2025,23.5,
TCK00604,CUST01025,ORD005884,Wrong Item,11-07-2026,45.1,1
TCK00605,CUST00320,ORD001573,Damaged Product,25-08-2025,37.9,3
TCK00606,CUST00189,ORD000998,Damaged Product,14-08-2026,59.5,4
TCK00607,CUST01047,ORD004041,Late Delivery,05-06-2026,94.6,2
TCK00608,CUST00453,ORD001676,Product Query,30-06-2025,79,5
TCK00609,CUST00060,ORD002674,Late Delivery,17-11-2025,32,1
TCK00610,CUST00824,ORD000906,Refund Request,15-07-2026,60.6,2
TCK00611,CUST00843,ORD004233,Wrong Item,03-11-2025,75.1,1
TCK00612,CUST00394,ORD003639,Damaged Product,28-07-2026,66.4,
TCK00613,CUST00407,ORD000780,Product Query,19-04-2025,13.7,2
TCK00614,CUST00883,ORD005630,Late Delivery,12-04-2025,26.4,
TCK00615,CUST00062,ORD002407,Product Query,11-04-2025,12.5,1
TCK00616,CUST00631,ORD000972,Missing Item,25-08-2026,37.4,1
TCK00617,CUST00489,ORD003906,Damaged Product,21-04-2026,49.6,3
TCK00618,CUST00820,ORD000292,Missing Item,21-11-2025,77.9,1
TCK00619,CUST00025,ORD002520,Late Delivery,10-09-2025,12.5,2
TCK00620,CUST01127,ORD005442,Refund Request,29-07-2026,25.2,4
TCK00621,CUST01111,ORD004408,Late Delivery,21-05-2026,93.8,3
TCK00622,CUST00069,ORD002534,Damaged Product,27-08-2026,93,1
TCK00623,CUST00722,ORD003785,Product Query,25-11-2025,14,2
TCK00624,CUST00844,ORD005503,Late Delivery,11-10-2025,11.7,
TCK00625,CUST00837,ORD002767,Missing Item,27-02-2026,83.5,
TCK00626,CUST00157,ORD002062,Missing Item,20-08-2025,55.8,1
TCK00627,CUST01089,ORD001884,Damaged Product,05-01-2026,3.4,2
TCK00628,CUST00409,ORD001289,Wrong Item,06-09-2025,19.5,
TCK00629,CUST00629,ORD000911,Wrong Item,21-05-2025,69.5,1
TCK00630,CUST00816,ORD003177,Wrong Item,06-06-2025,55.1,
TCK00631,CUST00150,ORD003073,Missing Item,06-02-2026,13.9,
TCK00632,CUST01120,ORD000267,Product Query,22-07-2026,30.9,5
TCK00633,CUST00108,ORD001002,Damaged Product,09-04-2025,27.9,2
TCK00634,CUST00545,ORD000689,Refund Request,23-08-2025,23.2,1
TCK00635,CUST00570,ORD001575,Wrong Item,25-08-2026,14.1,
TCK00636,CUST00323,ORD002000,Late Delivery,20-09-2025,75.2,5
TCK00637,CUST00202,ORD002813,Damaged Product,16-06-2025,38.3,1
TCK00638,CUST00010,ORD005016,Damaged Product,09-06-2026,66.6,1
TCK00639,CUST00382,ORD005666,Product Query,30-03-2025,79.2,5
TCK00640,CUST00938,ORD002033,Late Delivery,08-12-2025,22.2,2
TCK00641,CUST00209,ORD000046,Damaged Product,11-05-2026,1,5
TCK00642,CUST00144,ORD003434,Refund Request,18-10-2025,48.7,3
TCK00643,CUST00691,ORD004668,Missing Item,25-03-2025,76.1,
TCK00644,CUST00311,ORD000719,Product Query,09-09-2026,9.4,3
TCK00645,CUST00014,ORD004964,Missing Item,13-04-2026,83.2,
TCK00646,CUST00697,ORD000607,Late Delivery,07-09-2025,80.9,
TCK00647,CUST00228,ORD002977,Missing Item,13-12-2025,59.8,3
TCK00648,CUST01148,ORD001093,Missing Item,05-06-2025,68.1,5
TCK00649,CUST00393,ORD004796,Product Query,19-10-2025,45.5,5
TCK00650,CUST00273,ORD003593,Product Query,21-07-2026,83.5,4
TCK00651,CUST00899,ORD003109,Refund Request,29-10-2025,23.9,
TCK00652,CUST01084,ORD001560,Damaged Product,22-04-2026,57.5,
TCK00653,CUST00725,ORD002502,Missing Item,27-04-2026,81.9,1
TCK00654,CUST00068,ORD004888,Damaged Product,13-09-2025,34,2
TCK00655,CUST00975,ORD004960,Missing Item,29-04-2025,11.8,4
TCK00656,CUST00375,ORD005756,Missing Item,27-03-2026,43.4,1
TCK00657,CUST00926,ORD005195,Damaged Product,19-04-2025,64.4,1
TCK00658,CUST00244,ORD004011,Damaged Product,04-01-2026,90.2,3
TCK00659,CUST00750,ORD001486,Missing Item,20-12-2025,93.9,5
TCK00660,CUST00209,ORD001796,Product Query,11-06-2025,14,1
TCK00661,CUST00352,ORD004758,Refund Request,03-07-2025,25.9,3
TCK00662,CUST00181,ORD003974,Refund Request,03-06-2026,91.5,
TCK00663,CUST00291,ORD003223,Missing Item,02-09-2026,3.8,1
TCK00664,CUST01010,ORD005174,Product Query,16-06-2026,53,
TCK00665,CUST00454,ORD001998,Wrong Item,09-05-2026,68,2
TCK00666,CUST00708,ORD004429,Refund Request,04-01-2026,73.8,2
TCK00667,CUST00944,ORD001616,Missing Item,24-03-2025,66.5,5
TCK00668,CUST00286,ORD004491,Wrong Item,08-06-2025,58.9,2
TCK00669,CUST00174,ORD000425,Late Delivery,03-11-2025,94.7,
TCK00670,CUST00999,ORD003268,Missing Item,04-08-2026,13,
TCK00671,CUST00095,ORD004998,Missing Item,31-10-2025,31,3
TCK00672,CUST00705,ORD003680,Refund Request,20-12-2025,66.3,4
TCK00673,CUST00316,ORD005591,Product Query,04-04-2025,69.1,4
TCK00674,CUST00626,ORD003372,Refund Request,31-10-2025,90.9,1
TCK00675,CUST00093,ORD004452,Wrong Item,23-12-2025,45.1,5
TCK00676,CUST00588,ORD002514,Late Delivery,31-03-2025,77.4,
TCK00677,CUST00576,ORD004247,Damaged Product,09-09-2025,10.2,1
TCK00678,CUST00816,ORD004423,Late Delivery,06-10-2025,93.8,4
TCK00679,CUST01054,ORD004325,Wrong Item,05-10-2025,31.5,2
TCK00680,CUST00661,ORD005805,Wrong Item,26-03-2025,62.6,2
TCK00681,CUST00173,ORD001590,Late Delivery,24-07-2025,74.4,5
TCK00682,CUST00866,ORD000629,Refund Request,15-06-2026,77.6,4
TCK00683,CUST00599,ORD000677,Missing Item,18-10-2025,19.8,4
TCK00684,CUST00514,ORD004187,Product Query,26-12-2025,41.4,5
TCK00685,CUST00509,ORD004616,Product Query,10-09-2026,45.9,5
TCK00686,CUST01189,ORD001035,Refund Request,18-07-2026,79.6,5
TCK00687,CUST00884,ORD001576,Wrong Item,17-01-2026,90.5,1
TCK00688,CUST00224,ORD000525,Missing Item,30-06-2025,64.9,2
TCK00689,CUST00237,ORD000023,Missing Item,13-05-2026,14.4,
TCK00690,CUST00918,ORD003438,Late Delivery,28-06-2025,28.4,3
TCK00691,CUST00473,ORD005676,Damaged Product,18-10-2025,14.4,1
TCK00692,CUST00443,ORD002253,Refund Request,06-10-2025,83.1,5
TCK00693,CUST00033,ORD000749,Missing Item,11-11-2025,25.3,
TCK00694,CUST00718,ORD000345,Damaged Product,05-04-2025,10.5,4
TCK00695,CUST00821,ORD001593,Missing Item,03-03-2026,63,2
TCK00696,CUST00843,ORD002169,Late Delivery,24-02-2026,76.7,3
TCK00697,CUST00077,ORD004782,Product Query,18-04-2026,11.9,1
TCK00698,CUST01101,ORD000145,Refund Request,06-02-2026,2.2,3
TCK00699,CUST00937,ORD000873,Missing Item,18-08-2025,72.1,5
TCK00700,CUST00815,ORD004059,Wrong Item,31-07-2026,68.1,5
TCK00701,CUST00117,ORD003319,Damaged Product,08-01-2026,27.9,4
TCK00702,CUST00794,ORD002128,Damaged Product,28-04-2026,33.4,
TCK00703,CUST00602,ORD002525,Refund Request,15-07-2025,29.6,4
TCK00704,CUST00520,ORD000881,Missing Item,11-03-2026,10.1,4
TCK00705,CUST01111,ORD005403,Wrong Item,18-05-2025,56.3,2
TCK00706,CUST01030,ORD004370,Refund Request,31-07-2026,54.5,1
TCK00707,CUST00679,ORD002716,Late Delivery,04-06-2025,79.2,2
TCK00708,CUST00248,ORD005959,Late Delivery,25-06-2026,91.7,3
TCK00709,CUST00388,ORD000890,Wrong Item,17-02-2026,19.2,3
TCK00710,CUST00800,ORD001475,Wrong Item,09-09-2025,3,
TCK00711,CUST00397,ORD004687,Wrong Item,01-03-2026,40.7,4
TCK00712,CUST00439,ORD000493,Product Query,20-06-2025,49.4,2
TCK00713,CUST00341,ORD003153,Wrong Item,16-01-2026,12.2,
TCK00714,CUST00440,ORD001494,Wrong Item,14-11-2025,87.4,1
TCK00715,CUST00196,ORD004686,Product Query,02-08-2025,33.4,2
TCK00716,CUST00286,ORD005013,Damaged Product,08-10-2025,62.1,4
TCK00717,CUST00901,ORD005575,Late Delivery,04-06-2025,33.1,5
TCK00718,CUST00730,ORD005143,Damaged Product,03-05-2026,94.3,3
TCK00719,CUST01181,ORD005669,Late Delivery,09-08-2026,5.9,5
TCK00720,CUST01100,ORD001685,Late Delivery,21-07-2025,42.5,
TCK00721,CUST00798,ORD005509,Product Query,05-05-2025,78.4,1
TCK00722,CUST01139,ORD000251,Product Query,06-06-2026,78.5,
